Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS
Aravind Prasad R,"Do not buy this if intended for online classes, podcast, movies, etc.",Spirit Lime,08-Nov-21,"Using this headphones for about a couple of months now, I can say, this headphones feel as if someone turned that bass knob, all the way up to max.I have tried and compared this with at least 5 headphones ranging from apple ones, to cheap headphones.You wont feel much of a difference in Music, but while listening to voices, you may feel a bit uncomfortable.The voices sound too airy, to the point which sometimes you may have difficulty in understanding what is being spoken .Therefore, if you will be using headphones for online classes, watching movies, listening to radio, podcasts, or anything, with human speech often, then you may need to consider something else.Apart from that, everything about this headphones are fine., the build quality, fit, comfort, are all very good",3
Amazon Customer,Worth the money,Black,26-Sep-21,Like Colour of the product Blue orange Cable typeAirpod bud typeNice bassWorth the amountFeedback The Junction of cables could be molded or attached to avoid loose contacts or damage in future due to longer use.,4
Krypton,One of the worst headphones,Black,17-Sep-21,This headphone suffers from a serious issue after using for a few days. The volume automatically goes down and video auto closes. I ordered a replacement but I didn't expect this from Boat. Will update if issue arrives again.,1
Amazon Customer,No bass...disappointing,Blue,20-Oct-21,Not worth buying at any price...had purchased another one from Boat for 50rs more and it was decent. This one just transmits the sound without any bass.. Even Songs with good beats sound bland,2
Cynthya,Survived a machine wash,Blue,04-Oct-21,"Been using this for more than 3 months without any problems. The highlight is that this went into the washing machine in my pants, survived a full wash cycle and came out sparkly clean, working as good as ever",5
tenzin,Not good bass,Iguana,08-Jun-22,Bassheads is not a suitable name for the productGo for in ear ...earphones for better bassRest i alright,3
Prateek Bagri,Good quality and nice design,Iguana,30-Jun-21,"The are good quality headphone and also come with 1 year warranty,i purchase boat products beacause of there warranty.Price written on these is 999.",5
Vinodh,Excellent,Black,22-Sep-21,This is the one I was expecting. Excellent product. Definitely it's worth buying. Blue and orange colour headset looks really good. It's worth buying,5
Akshay Tiwari,Good,White,13-Mar-22,Good and relaxing in ear and comfortable sounds good and wire are really too long and ......... Nice product but,3
Love,it's good as compared to the budget.,Spirit Lime,31-Dec-21,"it's good as compared to the budget.clear sound quality, build quality is also good.budget friendly. best price in amazon",4
Balaji,Worthy product..,White,21-Feb-22,Good and Worth for this price.. value for money.. Mic and Sound quality is good. Working good in Computer and mobile.,5
Taniya s.,Nice voice,Blue,19-Sep-21,Good quality with good color....go for it anytime... Work properly...noise cancellation feature is also so good... I would like to buy in future from this brand,5
siddharth,My Honest Review,Iguana,05-Jul-21,"Design is quite descent. But I personally didn't like the EQ of this earphones, it's quite compact ..I hope the sound engineers will overcome the EQ . And ofcourse this are value for money earphones at this price range.",3
anjali,unique colour,Iguana,30-Dec-21,colour is super good n so is the sound quality but the only thing is it gives a bit pain when used for long time,5
Maaz khan,Volume decreases with usage,Black,17-Jan-22,"After about 1 year of usage, its volume started to decrease and the quality was also getting decreased, so i can say its only for the usage of 1 year",2
Pritipal,Left in ear is not working even right in ear of earphone sound is not good.,Spirit Lime,08-Nov-21,Worst experience and quality of boat earphone till now.Even dealy in return pickup from Amazon .Bad service from Amazon and Boat.,1
Reena Kumari,Quality not good,Spirit Lime,24-Dec-21,Poor quality.dosnt proplry working in phone.so don't use this ear phone future.so not good this product.not purshage again this headphones,1
Keshavprasad,My money wasted I really don t want to referr this waste of my money,Blue,06-May-22,Voice issue and noise cancellation is not there other side person not able to audible me so totally disappointed not expected from boat,1
Indrajeet Singh,Bad experience with boat...,Spirit Lime,04-Oct-21,use item,1
Sam,Love this product,White,22-Feb-22,Love this product and good quality Love this product and good quality Love this product and good quality Love this product and good quality,5
Priya Srivastava,Nice but not best,Blue,09-Oct-21,Nice product but noise cancellation and mic position is a problem sound is descent and base is average. Cable quality is good. Jack is good.,3
Bhargav,E,White,06-Feb-22,Good product and trust worthy product. Delivery was in time and quality is also great with service they offer. Worth trying once,5
Jay,Not so good product,Iguana,13-Sep-21,Not so good product and delivery experience the mic does not work and no noise cancellation feature was working and pathetic delivery experience...,3
salman khan,Sound quality bad,Iguana,05-Nov-21,"The sound is not right, the bass is too loudClearty nahi he. Pubg me sound nahi araha he .",1
bijenders k.,Bad choice,Iguana,04-Jul-21,no sound when callingNo pause and play while listen musicBad choiceno sound when callingno sound when calling,1
Amit yadav,Not sure,Blue,23-Sep-21,Sound quality not perfect ear bard not perfect eretet sound bass not deep ookkk sound not ricmed boat baasheads 105 inear,1
Saravanan,Good and value for money,Black,13-Aug-21,,5
Arti Agarwal,"Good earphones, finally",Blue,05-Oct-21,"This is day one review. I will update it if something goes wrong.The earphones fit very comfortably in the ear. After a few minutes, you forget they are even there.I love the color I bought the blue one , and the nylon wrapped cable. I have been looking for affordable earphones with nylon wrapped cables for 2 YEARS. Finally.Sound is good. I don't know about call quality yet. But most earphones don't deviate too much from the mean, as regards that. You need to keep the mic close to your mouth for the sound to be clear on microphone. Not sure about this one yet.Overall, good buy.",4
Kundan Kumar Singh,perfect all rounder,White,19-Nov-21,"i am music lover previously i always prefer earbud as it have noise cancelling features but affect of earbud on your ear i came to realise after a long run, next i was in search of earphone not bud after trying various brand and its different model now it's final choice. Believe me Without hesitation just go for it",5
MONOTOSH DAS,Nice Headphone from Boat,White,03-Oct-21,It is a very good headphone from BOAT. The product is genuine and was Seal packed when it came. I opened it and then clicked the photos that you see. Very good product from BOAT. Special Thanks to Amazon for giving such a superb product in a reasonable price. Thank you Amazon,5
Sampath,Perfect for price,Black,18-Oct-21,"At 300rs price it's sound output is goodIt's a half inear earphone, so don't expect bassBuild quality is very good especially the tanglefree cableMic clarity is also good1year boat warranty is thereI bought it for my fatherSo if you are a youngster and want to enjoy music with bass then go for other in ear earphones Amazon packing was awesomeInside the boat package we get a userguide, warranty card a boat sticker.",4
Hruday,"Best earphone, very recommended",Blue,13-Oct-21,The media could not be loaded. Best earphone very recommended.and Quality is also very nice you can use for long term wire quality is actually good .it as a 3.5 mm jack ..sound is loud bass is less but no problem..mic is also good try and sing song in starmaker ..very clear voice .,4
Pranav,It is pretty good. I'm surprised and satisfied,Black,20-Nov-21,So many people were complaining about painful earphones. But for me it's perfect. Ergonomically designed. It stays in place even when walking. Absolutely no pain and it's comfortable. Voice is also clear. Build quality is also very good. No rubber portions so no chipping off. Very satisfied with the product.,5
Sanathan Juturu,Excellent Bass and surrounding experience,White,16-May-22,For such less.cost this is giving great music experience and the design is exactly as like iPhone earphones... Awesome bass and surrounding experience. Boat always gives the trust of quality products with in mid range for all people.,5
Trijendra Singh,Good,Iguana,05-Oct-21,They didn't work for my samsung mb. other headphone are operating well with my mb however this product does not work with it. But headphones are working with other things like laptop and other mb phones just fine.,4
Roshan Pal,Fantastic Value for money.,White,05-Nov-21,Really value for money earphones. I bought this as a temporary replacement till I get back my sound magic premium earphones from service center. But really impressed with this earphones quality. I might use it for long time. Sometimes ear hurts a bit.,5
Saiyam Jain,Good Sound and Comfortable on Ear,Iguana,11-Oct-21,A value for money product. Good Design Easy on ear Decent sound with accurate bass and vocals. Cable is super quality Not so high bass Mic button does not work on OTT apps and YouTube for play pause. It only work for music apps and calling. Noise cancellation can be better.But overall it's good for its price.I like it,4
Soumodeep,Good earphones for the price range,Blue,27-Jul-21,The earphones are very comfortable in the ears and could be used for long duration without pain in ears. I mostly use it for calls and sound quality is also decent and loud at this price range.,5
Amazon User.,Best.,Black,05-Oct-21,Best sound and calling quality. Only 1 things needs to change same wire size on both ear buds it's little bit uncomfortable for calling.,4
K15,"I bought earphones, both are fantastic",Black,30-Sep-21,"Really love the way boAt is doing the business, especially as a Indian customer. I bought 2 earphones, both are awesome.Thank you boAt for this fantastic products. They are considering all aspects and concerns of customers.",4
Suresh,Excellent product at this price. Just go for it.,Blue,15-Oct-21,"Bass is good. Fits perfectly in ears.If you use In Ear earphones, your ears will get hurt in few hours. But if you use this Half In Ear, you can enjoy music for a long time.",5
Pankaj,"Just excellent, great bass, better notice cancellation",White,06-Oct-21,"Just excellent, good bass, better notice cancellation, size a little big for ears but ok in this price, thanx boat thanx Amazon, free from earbuds",5
Amazon Customer,Very Good Model of ear phone,Black,06-Oct-21,This one I bought it for my Son.It's working fine...and he liked very much.The main feature of this ear phone is the cable ....it's tangle free and does not get messy.,5
Hermit,very nice earphones at this price,Spirit Lime,25-Oct-21,The ears phones are awesome in every sense. Quality is very good and also sound quality is better than any ear phones available at this price range,4
ROHAN S S,BUILD QUALITY IS GOOD,Blue,24-Oct-21,"Very nice product,You get good bass but sound quality seems quite less.Over all a good product for a decent price.Best for travelers and regular users.Nice cable wire .Overall a very nice product than compared to others at that price range .",4
Juby,Really affordable one,Black,27-Oct-21,I got this boat for 300 rs . So good for an in ear earphone at this price and also the sound quality is perfect for what they had advertised. The wire was protected by the cloth setup which would not destroy the lining so it lasts longer.,5
Lalit Anjum Kher,Good item,Spirit Lime,05-Sep-21,This item has good bass but treble is low. The upper part of wire also should be braided.,4
Amaz Custom,Best product,Spirit Lime,04-Nov-21,Great sound quality... and the headphone wires are very good... not breakable easily... over all.. awesome product,5
Ricky Reigns,Best,Blue,11-Oct-21,Best Budget half in ear phones.... Sound Quality and Bass is awesome... Boat is Trust... Go for it,4
ABU THAHIR,Best,Spirit Lime,27-Oct-21,Good quality..Good wire..Good sound..No need to be afraid of good stuff...,5
Sakura,Loud and clear,Black,19-Jan-22,Can be uncomfortable if used for too long but sounds awesome unlike other variant.,5
Madhumitha,"Decent product, worth the cost",Spirit Lime,29-Sep-21,"It is a basic earphones for calls and listening music, it does its job well which is worth its cost. It's comfortable and like its funky color..",4
Srinivasan K C,Fitting on the ears is great and the quality is good,Spirit Lime,06-Nov-21,"Overall good quality. The fitting on the ears is good, similar to Apple one",5
Pinto's,Great product for the price,Black,05-Nov-21,"Great product for the price, sound quality and overall material is great.",5
Moses,No sponge at ear.,Black,15-Oct-21,Wire quality good.Ear plugs style does not have foam or silicone soft ends.,4
Anonymous,A good product worth the price,Iguana,25-Oct-21,Audio quality is good. Using it for Redme and Techno phones. Mic quality is good.,5
Amazon Customer,Go for it,Blue,02-Jul-21,Perfect quality for 400. Nice finish and good sound,4
Swapnil,Best half in ear headphones,Spirit Lime,14-Oct-21,Quality as per Boat brand. Best Sturdy built.Good for those who can't bear full In ear headphones.,4
Nagaraju,Good quality,Blue,14-Nov-21,Good quality sound and colorful enough to differenciate this hear phone in a messy working desk.,5
ST84,Good quality,White,08-Nov-21,"Must Buy if you still prefer wired headphones, not expensive with good quality.",5
nanda,Best in terms of quality bass and economical,White,22-Mar-22,Best in terms of quality bass and economical,5
Vijay,An average quality and worth for money,Iguana,07-Oct-21,An average quality in term of sound and worth for money.,4
Rahul,Bass is very good,Iguana,09-Nov-21,Very good quality in this price and the most important is bass treble is really very good,4
Koushik,"Good bass and wide range of sound, but voice quality not that good",Black,06-Nov-21,"Good bass, can hear wide range of sound. Good for listening music. For regular calls, scope for improvement in voice clarity.",4
Rohini B.,Excellent product,White,28-Oct-21,Worth buying it for 300rs...boat products are always fantastic,5
Raje Deepak,Best brand,Spirit Lime,27-Nov-21,Thanks.. it's cheap and works best on my ipad,5
nikhil jain,Awesome headphone,Spirit Lime,19-Jul-21,Must buy..awesome headphone,5
Tirath ,Good quality,Black,15-Oct-21,It's great half in ear headsets at this price.. setisfactory.,5
FARHANA KK,Loved it,Iguana,12-Oct-21,"It's perfect overall, good sound quality, and valued for money",5
SUNIL BABU,Value for money,Iguana,15-Oct-21,Nice headset... Good bass sound quality,5
T@NMØY,good sounds,Blue,11-Nov-21,it's good base sounds comfortables not a any pain,5
Tochi,Good budget earphones,White,29-May-22,Good qualityBraided cordN good sound,5
Arpita Malpani,Nice Product. VALUE FOR MONEY,Spirit Lime,29-Jan-22,The media could not be loaded.,4
Vinod Mehra,Liked it's half in ear design. Bass is not good as expected from Boat headphones.,Blue,07-Nov-21,Liked it's half in ear design. Bass is not good as expected from Boat headphones. I will give it overall 3.2 stars. Sound quality is good. Calling quality is crisp clear.,5
Yudhika,Happy customer.,White,12-Nov-21,I was looking for my I phone SE. its working well. I'm glad with my shopping. thank you Amazon,5
mgurung,awesome wired earphone,White,09-Oct-21,so far have recieived the best wired earphone,5
farahan Ahamad Ansari,Excellent,Spirit Lime,03-Oct-21,"Product build quality, sound quality everything is good... just go for it. If you want to buy wire earphone. Worth it",5
Khushi,Great product,Black,26-Nov-21,One of the best earphones in a budget price,5
jD,Good one.,Iguana,27-Sep-21,Those who wants this kind of ear phone can go for it.,4
Sammed Talandage,Good value for money,Blue,07-Nov-21,"Overall good headphones I am using it for a month now. Only disappointed with the finishing of the edges, not done properly and causes irrigation after prolonged use because of poor edge finish.",4
S. Rashmita Tung,At this rate it's a best product. Today is the first day.. I shall again give review after month.,Spirit Lime,29-Oct-21,Pretty colour. we can use this for talking purpose and listening peaceful music . At this rate it's a best product. Today is the first day.. I shall again give review after 1 month.,5
V,They're nice,Black,26-Oct-21,They're really good. Comfortable to wear. Sound quality is nice but bass isn't that good. Overall I like them so go for it,4
Kishor S Vyas,Very good,Blue,25-May-22,Enjoying,5
Aman Sarwar,Quality Achhi Hai,White,08-Sep-21,Build Quality Achchi HaiBass Aapko Average MilegaVocal Clear Hai,4
Tarot_guidance22✨,Absolutely love,White,05-Jun-22,perfect,5
Resil,Good earphone,Black,11-Oct-21,Great sound and noise cancellation. The cloth covering makes it even more awesome.,5
sourav kumar,good one,Iguana,21-Oct-21,bit expensive a little,4
Neel Doshi,Good Product if you are looking for budless earphones,Spirit Lime,03-Nov-21,If you are like someone who prefers budless earphones you are good to go with this one. I will say this is good earphone under this price range.,5
MOHD ZULFIQUAR,Cheap Best,Blue,13-Nov-21,In this price one of the best hand free,5
VIJAY V,Nice product but bad amazon pekage.,Black,15-Oct-21,Very Good product. I like headphoneNice soundLike colourWorthless product packageGood delivery but take long days,4
Suhas V Patil,"Fit for purpose, comfort",Black,04-Oct-21,Good quality at this price. Earpiece is comfortable,4
Tushar,Best in range,White,05-Nov-21,Sound quality is great. And they hardly get tangled so that s the best part.,5
abul bagwan,Price High as compared to quality,White,05-Oct-21,Fits smoothly into ears. Sound quality is good. 1 yr warranty is major benifit.,4
raja gupta,boat wired,White,01-Jul-21,good good,4
Aswanth K,Great product,Black,12-Oct-21,"Perfectly comfortable for long time use. Audio quality is awesome, but noice cancellation is not the best since it has no ear buds. Value for money.",4
Baskar,Simply Superb,White,30-Oct-21,Good quality and sound...,5
Asha d.,Good quality...,Blue,02-Nov-21,Superb...,5
Jst Aditya,Best ever boat,White,03-Nov-21,"The best earphones ever boat either in quality, noise,audio,bass whatever it is but boat id the best and I will be buying product only best ever boat. boat best",5
