country,location_name,condition_text,air_quality_PM2.5,air_quality_PM10
Monaco,Monaco,Partly cloudy,6.66,9.62
Mongolia,Ulaanbaatar,Moderate snow,10.73,12.21
Montenegro,Podgorica,Sunny,25.715,28.12
Morocco,Rabat,Sunny,23.68,43.845
Mozambique,Maputo,Partly cloudy,10.545,14.06
Myanmar,Yangon,Sunny,33.485,33.67
Namibia,Windhoek,Sunny,6.66,6.845
Turkey,Yaren,Partly cloudy,24.79,30.895
Nepal,Kathmandu,Partly cloudy,80.105,84.73
Netherlands,Amsterdam,Light drizzle,9.62,11.655
New Zealand,Wellington,Overcast,11.84,15.725
Nicaragua,Managua,Clear,20.905,22.015
Niger,Niamey,Sunny,15.725,37.925
Nigeria,Abuja,Sunny,69.93,200.725
North Korea,Pyongyang,Patchy rain nearby,87.505,88.985
Macedonia,Skopje,Sunny,56.425,61.605
Norway,Oslo,Mist,8.88,12.025
Oman,Muscat,Sunny,22.755,37.185
Pakistan,Islamabad,Sunny,72.335,75.11
Palau,Airai,Partly cloudy,7.4,12.025
Bolivia,National,Clear,13.32,13.32
Panama,Panama City,Partly cloudy,4.81,6.105
Papua New Guinea,Port Moresby,Mist,6.66,8.14
Paraguay,Aurora,Clear,10.237,10.237
Peru,Lima,Cloudy,23.125,33.855
Philippines,Manila,Partly cloudy,13.32,14.615
Poland,Warsaw,Sunny,54.575,65.86
Portugal,Lisbon,Partly cloudy,14.985,33.3
Qatar,Doha,Sunny,40.33,68.08
Romania,Bucharest,Sunny,83.435,90.835
Russia,Moscow,Overcast,266.955,308.21
Rwanda,Kigali,Mist,25.9,26.27
Saint Kitts and Nevis,Basseterre,Clear,10.175,15.91
Saint Lucia,Castries,Partly cloudy,16.28,27.01
Saint Vincent and the Grenadines,Kingstown,Patchy rain nearby,13.323,21.964
Samoa,Apia,Partly cloudy,4.625,6.845
San Marino,San Marino,Partly cloudy,14.425,18.26
Belgium,'S Gravenjansdijk,Moderate rain at times,6.845,10.915
Saudi Arabia,Riyadh,Overcast,378.14,3652.64
Senegal,Dakar,Clear,32.745,89.355
Serbia,Belgrade,Sunny,60.125,65.86
Seychelles Islands,Victoria,Partly cloudy,6.105,9.065
Sierra Leone,Freetown,Partly Cloudy,48.655,74.555
Singapore,Singapore,Partly cloudy,18.5,21.275
Slovakia,Bratislava,Partly cloudy,31.82,35.335
Slovenia,Ljubljana,Cloudy,38.295,44.585
Solomon Islands,Honiara,Partly cloudy,5.55,7.215
Somalia,Mogadishu,Partly cloudy,25.16,32.005
South Africa,Pretoria,Partly cloudy,20.535,20.72
South Korea,Seoul,Clear,71.965,73.815
Sudan,Juba,Sunny,56.24,317.09
Spain,Madrid,Partly cloudy,30.155,69.005
Sri Lanka,Colombo,Light rain,16.095,16.65
Sudan,Khartoum,Sunny,71.41,228.29
Suriname,Paramaribo,Mist,15.355,21.46
Sweden,Stockholm,Sunny,12.025,24.605
Switzerland,Bern,Partly cloudy,8.88,16.095
Syria,Damascus,Partly cloudy,13.69,18.685
Tajikistan,Dushanbe,Partly cloudy,15.355,17.945
Tanzania,Dodoma,Partly cloudy,10.545,10.73
Thailand,Bangkok,Partly cloudy,33.67,33.855
Timor-Leste,Dili,Light rain shower,5.365,6.66
Vietnam,Ban Lom,Patchy rain nearby,68.08,68.635
Tonga,Nuku`Aloia,Partly cloudy,13.505,21.09
Trinidad and Tobago,Port Of Spain,Partly cloudy,7.955,12.395
Tunisia,Tunis,Partly cloudy,21.09,44.77
Turkey,Ankara,Light snow,26.64,36.445
Turkmenistan,Ashgabat,Sunny,28.86,31.635
Tuvalu,Funafuti,Partly cloudy,12.58,19.61
Uganda,Kampala,Moderate rain,39.775,40.515
Ukraine,Kyiv,Sunny,35.335,41.625
United Arab Emirates,Abu Dhabi,Sunny,111.925,113.775
United Kingdom,London,Partly cloudy,9.065,24.42
United States of America,Washington Harbor,Light rain,9.065,11.47
Uruguay,Montevideo,Partly cloudy,9.435,9.62
Uzbekistan,Tashkent,Sunny,29.23,29.6
Vanuatu,Port Vila,Patchy rain nearby,3.33,4.07
Venezuela,Caracas,Partly Cloudy,14.615,14.985
Vietnam,Hanoi,Sunny,135.235,135.605
Yemen,Sanaa,Sunny,27.195,78.44
Zambia,Lusaka,Partly Cloudy,14.43,14.985
Zimbabwe,Harare,Sunny,13.135,13.875
Afghanistan,Kabul,Sunny,15.91,20.72
Albania,Tirana,Sunny,23.31,27.01
Algeria,Algiers,Sunny,32.56,54.945
Andorra,Andorra La Vella,Sunny,2.035,3.33
Angola,Luanda,Partly cloudy,19.055,26.64
Antigua and Barbuda,Saint John's,Partly cloudy,13.748,22.793
Argentina,Buenos Aires,Overcast,8.325,8.51
Armenia,Yerevan,Partly cloudy,11.84,17.39
Australia,Canberra,Partly Cloudy,5.55,6.29
Austria,Vienna,Partly cloudy,26.825,30.71
Azerbaijan,Baku,Overcast,31.265,61.235
Bahamas,Nassau,Partly cloudy,13.505,20.165
Bahrain,Manama,Sunny,55.315,105.265
Bangladesh,Dhaka,Sunny,173.53,176.12
Barbados,Bridgetown,Overcast,14.849,24.152
Belarus,Minsk,Sunny,19.61,22.2
Belgium,Brussels,Partly cloudy,13.505,19.98
Belize,Belmopan,Fog,10.545,12.025
Benin,Porto-Novo,Partly cloudy,40.33,65.49
Bhutan,Thimphu,Patchy rain nearby,8.695,10.915
Bolivia,Sucre,Clear,5.365,5.365
Bosnia and Herzegovina,Sarajevo,Sunny,44.77,48.84
Botswana,Gaborone,Sunny,15.355,15.54
Brazil,Bras,Patchy rain nearby,37.185,39.96
Brunei Darussalam,Bandar Seri Begawan,Partly cloudy,15.725,16.465
Bulgaria,Sofia,Sunny,57.905,64.195
Burkina Faso,Ouagadougou,Mist,52.355,275.65
Burundi,Bujumbura,Patchy rain nearby,21.275,21.46
Madagascar,Ivory,Sunny,5.735,7.215
Cape Verde,Praia,Partly cloudy,30.71,66.97
Cambodia,Phnom Penh,Partly cloudy,11.47,12.95
Cameroon,Ngaoundere,Sunny,41.81,135.235
Canada,Ottawa,Overcast,12.395,12.395
Central African Republic,Bangui,Sunny,40.33,55.5
Chad,N'djamena,Sunny,70.3,288.6
Chile,Santiago,Clear,31.265,34.04
China,Beijing,Clear,38.48,39.775
Bulgaria,Bogot,Sunny,31.635,34.595
Comoros,Moroni,Patchy rain nearby,14.985,18.87
Congo,Brazzaville,Moderate rain,13.875,14.43
Costa Rica,San Ignacio,Fog,4.625,4.625
Croatia,Zagreb,Sunny,15.91,21.83
Cuba,Havana,Clear,10.175,14.8
Cyprus,Nicosia,Partly cloudy,5.92,12.21
Czech Republic,Prague,Overcast,28.675,30.155
Democratic Republic of Congo,Kinshasa,Moderate rain,17.02,17.945
Denmark,Copenhagen,Partly cloudy,12.395,21.09
Djibouti,Djibouti,Patchy rain nearby,31.08,62.53
Dominica,Roseau,Light rain shower,11.84,19.425
Dominican Republic,Santo Domingo,Light rain,11.47,13.875
Ecuador,Quito,Clear,8.88,8.88
Egypt,Cairo,Partly cloudy,49.21,65.675
El Salvador,San Salvador,Clear,19.795,19.98
Equatorial Guinea,Malabo,Patchy rain nearby,14.615,25.345
Eritrea,Asmara,Patchy rain nearby,23.495,56.055
Estonia,Tallinn,Light rain,19.98,22.755
Swaziland,Mbabane,Sunny,8.695,8.88
Ethiopia,Addis Ababa,Sunny,19.98,38.665
Fiji Islands,Suva,Partly cloudy,4.995,7.03
Finland,Helsinki,Overcast,19.24,23.495
France,Paris,Partly cloudy,18.315,23.865
Gabon,Libreville,Partly cloudy,9.065,10.36
Gambia,Banjul,Sunny,34.225,88.43
Georgia,Tbilisi,Moderate rain,25.345,31.265
Germany,Berlin,Sunny,17.575,24.42
Ghana,Accra,Partly cloudy,39.775,62.715
Greece,Athens,Partly cloudy,24.42,35.15
Grenada,Saint George's,Light rain shower,12.765,20.905
Guatemala,Guatemala City,Clear,22.2,22.57
Guinea,Conakry,Partly cloudy,42.365,74.555
Guinea-Bissau,Bissau,Mist,58.645,90.095
Guyana,Georgetown,Clear,6.475,9.805
Haiti,Port-Au-Prince,Overcast,24.42,27.935
Vatican City,Vatican City,Partly cloudy,11.1,18.5
Honduras,Tegucigalpa,Mist,11.84,11.84
Hungary,Budapest,Partly cloudy,46.065,52.54
Iceland,Vestmannaeyjar,Overcast,4.04,15.056
India,New Delhi,Mist,157.62,161.875
Indonesia,Jakarta,Partly cloudy,162.43,164.095
Iran,Tehran,Mist,102.12,122.84
Iraq,Baghdad,Partly cloudy,41.44,79.18
Ireland,Dublin,Partly cloudy,10.915,26.64
Israel,Jerusalem,Patchy rain nearby,11.655,22.57
Italy,Rome,Partly cloudy,11.1,20.72
Jamaica,Port Royal,Patchy light rain with thunder,8.325,8.88
Japan,Tokyo,Cloudy,96.015,98.605
Jordan,Amman,Partly cloudy,8.325,16.65
Kazakhstan,Astana,Sunny,21.83,26.085
Kenya,Nairobi,Partly cloudy,25.53,25.53
Kiribati,Tarawa,Clear,17.945,29.415
Kuwait,Kuwait City,Sunny,112.48,233.47
Kyrghyzstan,Bishkek,Sunny,32.745,35.89
Indonesia,Laos,Light rain shower,30.525,32.005
Latvia,Riga,Light rain,29.785,38.48
Lebanon,Beirut,Partly cloudy,34.78,45.325
Lesotho,Maseru,Sunny,39.035,39.22
Liberia,Monrovia,Thundery outbreaks possible,26.825,45.14
Thailand,Nan,Partly cloudy,35.705,36.075
Liechtenstein,Vaduz,Fog,9.25,11.84
Lithuania,Vilnius,Sunny,22.015,25.53
Luxembourg,Luxembourg,Moderate rain,12.395,15.91
Madagascar,Antananarivo,Partly cloudy,8.14,9.065
Malawi,Lilongwe,Partly Cloudy,7.4,7.77
Malaysia,Kuala Lumpur,Partly cloudy,47.73,47.73
Maldives,Dhidhdhoo,Patchy rain nearby,47.945,51.005
Mali,Bamako,Sunny,26.455,84.915
Malta,Valletta,Partly cloudy,5.55,16.465
Marshall Islands,Majuro,Light rain,3.885,5.92
Mauritania,Nouakchott,Sunny,30.525,119.325
Mauritius,Port Louis,Partly cloudy,8.695,13.32
Mexico,Mexico City,Clear,77.33,77.515
Micronesia,Palikir,Overcast,5.55,9.25
Iran,Chi Chi Khvar,Patchy rain nearby,2.96,6.66
Monaco,Monaco,Partly cloudy,7.585,11.655
Mongolia,Ulaanbaatar,Light snow,7.03,7.215
Montenegro,Podgorica,Partly cloudy,36.445,39.035
Morocco,Rabat,Sunny,39.96,100.825
Mozambique,Maputo,Partly cloudy,10.545,12.21
Myanmar,Yangon,Partly cloudy,32.005,32.375
Namibia,Windhoek,Sunny,1.295,1.48
Turkey,Yaren,Partly cloudy,30.155,39.96
Nepal,Kathmandu,Partly cloudy,143.005,154.66
Netherlands,Amsterdam,Moderate rain,8.88,23.68
New Zealand,Wellington,Overcast,2.96,3.7
Nicaragua,Managua,Partly cloudy,19.98,21.645
Niger,Niamey,Overcast,46.065,135.235
Nigeria,Abuja,Sunny,82.14,205.535
North Korea,Pyongyang,Light snow showers,7.4,9.065
Macedonia,Skopje,Sunny,59.94,71.41
Norway,Oslo,Partly cloudy,9.065,14.8
Oman,Muscat,Sunny,21.83,39.59
Pakistan,Islamabad,Sunny,69.005,71.04
Palau,Airai,Overcast,5.18,8.51
Bolivia,National,Clear,14.8,14.985
Panama,Panama City,Overcast,5.55,6.66
Papua New Guinea,Port Moresby,Partly cloudy,5.735,6.845
Paraguay,Aurora,Partly Cloudy,11.58,11.58
Peru,Lima,Cloudy,26.825,59.57
Philippines,Manila,Sunny,22.385,24.605
Poland,Warsaw,Sunny,48.285,54.02
Portugal,Lisbon,Partly cloudy,47.36,60.495
Qatar,Doha,Partly cloudy,48.655,93.425
Romania,Bucharest,Sunny,72.89,86.95
Russia,Moscow,Sunny,88.8,111.185
Rwanda,Kigali,Partly cloudy,18.685,18.685
Saint Kitts and Nevis,Basseterre,Clear,10.36,16.28
Saint Lucia,Castries,Partly cloudy,14.43,23.865
Saint Vincent and the Grenadines,Kingstown,Patchy rain nearby,12.602,20.524
Samoa,Apia,Partly cloudy,8.51,13.135
San Marino,San Marino,Partly cloudy,8.399,16.068
Belgium,'S Gravenjansdijk,Overcast,10.545,14.985
Saudi Arabia,Riyadh,Sunny,274.725,3128.91
Senegal,Dakar,Sunny,39.035,96.2
Serbia,Belgrade,Sunny,55.13,59.755
Seychelles Islands,Victoria,Partly Cloudy,6.105,9.62
Sierra Leone,Freetown,Partly Cloudy,45.51,77.33
Singapore,Singapore,Moderate or heavy rain with thunder,22.755,25.53
Slovakia,Bratislava,Partly cloudy,24.05,27.38
Slovenia,Ljubljana,Partly cloudy,34.225,40.885
Solomon Islands,Honiara,Partly cloudy,5.18,6.475
Somalia,Mogadishu,Partly cloudy,15.54,19.98
South Africa,Pretoria,Partly cloudy,13.69,14.245
South Korea,Seoul,Light rain,13.135,14.985
Sudan,Juba,Sunny,72.15,367.78
Spain,Madrid,Sunny,50.69,73.63
Sri Lanka,Colombo,Overcast,18.685,19.425
Sudan,Khartoum,Sunny,118.955,394.605
Suriname,Paramaribo,Partly cloudy,3.7,4.81
Sweden,Stockholm,Sunny,10.545,17.39
Switzerland,Bern,Fog,6.845,11.655
Syria,Damascus,Partly cloudy,21.09,22.385
Tajikistan,Dushanbe,Partly cloudy,17.02,18.13
Tanzania,Dodoma,Sunny,7.4,8.325
Thailand,Bangkok,Partly cloudy,31.08,31.265
Timor-Leste,Dili,Light rain shower,7.215,9.065
Vietnam,Ban Lom,Patchy rain nearby,25.715,25.9
Tonga,Nuku`Aloia,Light rain,14.43,22.57
Trinidad and Tobago,Port Of Spain,Moderate rain,11.285,17.02
Tunisia,Tunis,Sunny,20.72,40.885
Turkey,Ankara,Partly cloudy,33.115,44.77
Turkmenistan,Ashgabat,Sunny,29.6,31.265
Tuvalu,Funafuti,Partly cloudy,16.65,25.9
Uganda,Kampala,Partly cloudy,34.595,34.965
Ukraine,Kyiv,Partly Cloudy,34.965,39.96
United Arab Emirates,Abu Dhabi,Sunny,68.635,76.59
United Kingdom,London,Sunny,16.465,28.86
United States of America,Washington Harbor,Light rain,12.58,13.135
Uruguay,Montevideo,Moderate rain,9.62,12.21
Uzbekistan,Tashkent,Sunny,29.415,30.71
Vanuatu,Port Vila,Partly cloudy,6.66,7.585
Venezuela,Caracas,Clear,12.21,12.95
Vietnam,Hanoi,Overcast,24.42,24.605
Yemen,Sanaa,Sunny,9.25,25.715
Zambia,Lusaka,Patchy rain nearby,15.54,15.91
Zimbabwe,Harare,Partly Cloudy,11.47,11.84
Afghanistan,Kabul,Sunny,13.505,15.725
Albania,Tirana,Partly cloudy,24.235,30.525
Algeria,Algiers,Sunny,54.945,92.685
Andorra,Andorra La Vella,Sunny,1.85,3.33
Angola,Luanda,Partly cloudy,17.575,22.94
Antigua and Barbuda,Saint John's,Overcast,12.482,20.441
Argentina,Buenos Aires,Sunny,16.835,18.315
Armenia,Yerevan,Partly cloudy,9.435,10.175
Australia,Canberra,Partly cloudy,8.51,9.435
Austria,Vienna,Sunny,42.735,49.025
Azerbaijan,Baku,Partly cloudy,23.31,33.3
Bahamas,Nassau,Partly Cloudy,14.615,22.755
Bahrain,Manama,Sunny,64.38,84.175
Bangladesh,Dhaka,Sunny,218.3,219.595
Barbados,Bridgetown,Light rain,4.115,6.619
Belarus,Minsk,Light snow,32.56,37.0
Belgium,Brussels,Light rain,7.955,11.47
Belize,Belmopan,Mist,12.765,13.69
Benin,Porto-Novo,Partly cloudy,50.135,81.4
Bhutan,Thimphu,Patchy rain nearby,9.435,11.84
Bolivia,Sucre,Clear,4.255,4.255
Bosnia and Herzegovina,Sarajevo,Partly cloudy,51.06,66.23
Botswana,Gaborone,Partly cloudy,14.06,14.06
Brazil,Bras,Clear,18.87,20.165
Brunei Darussalam,Bandar Seri Begawan,Partly cloudy,25.16,25.9
Bulgaria,Sofia,Sunny,34.595,39.405
Burkina Faso,Ouagadougou,Overcast,97.495,399.785
Burundi,Bujumbura,Partly cloudy,18.5,18.5
Madagascar,Ivory,Sunny,6.105,7.4
Cape Verde,Praia,Partly cloudy,28.305,53.095
Cambodia,Phnom Penh,Partly cloudy,7.4,7.955
Cameroon,Ngaoundere,Sunny,32.93,86.395
Canada,Ottawa,Partly cloudy,1.48,1.48
Central African Republic,Bangui,Sunny,56.795,77.33
Chad,N'djamena,Sunny,92.315,331.705
Chile,Santiago,Clear,35.15,40.145
China,Beijing,Sunny,37.0,37.555
Bulgaria,Bogot,Partly Cloudy,29.415,32.005
Comoros,Moroni,Patchy rain nearby,9.435,14.245
Congo,Brazzaville,Light rain shower,16.65,16.835
Costa Rica,San Ignacio,Fog,5.365,5.365
Croatia,Zagreb,Light rain,34.225,36.815
Cuba,Havana,Partly Cloudy,11.655,16.465
Cyprus,Nicosia,Partly cloudy,6.475,8.325
Czech Republic,Prague,Sunny,22.94,26.455
Democratic Republic of Congo,Kinshasa,Light rain,16.65,16.835
Denmark,Copenhagen,Partly cloudy,8.695,16.28
Djibouti,Djibouti,Sunny,22.015,33.3
Dominica,Roseau,Patchy rain nearby,16.28,25.715
Dominican Republic,Santo Domingo,Partly cloudy,12.21,13.69
Ecuador,Quito,Partly Cloudy,14.43,14.615
Egypt,Cairo,Sunny,65.675,79.92
El Salvador,San Salvador,Mist,15.17,15.54
Equatorial Guinea,Malabo,Patchy rain nearby,17.945,32.56
Eritrea,Asmara,Sunny,29.785,38.85
Estonia,Tallinn,Partly cloudy,10.545,15.725
Swaziland,Mbabane,Sunny,23.31,23.68
Ethiopia,Addis Ababa,Partly cloudy,33.855,52.725
Fiji Islands,Suva,Moderate or heavy rain with thunder,4.44,5.92
Finland,Helsinki,Light rain shower,9.435,18.13
France,Paris,Partly cloudy,19.61,24.605
Gabon,Libreville,Partly cloudy,8.695,9.99
Gambia,Banjul,Sunny,45.14,108.965
Georgia,Tbilisi,Overcast,3.7,4.625
Germany,Berlin,Partly cloudy,24.235,34.41
Ghana,Accra,Mist,24.235,40.145
Greece,Athens,Sunny,46.62,63.085
Grenada,Saint George's,Patchy light rain with thunder,7.77,12.95
Guatemala,Guatemala City,Partly cloudy,14.06,14.245
Guinea,Conakry,Partly cloudy,51.8,85.655
Guinea-Bissau,Bissau,Fog,45.88,80.29
Guyana,Georgetown,Partly cloudy,14.43,20.72
Haiti,Port-Au-Prince,Partly Cloudy,66.045,69.56
Vatican City,Vatican City,Sunny,21.09,35.52
Honduras,Tegucigalpa,Patchy rain nearby,4.255,4.44
Hungary,Budapest,Mist,50.69,56.61
Iceland,Vestmannaeyjar,Light drizzle,5.325,19.647
India,New Delhi,Sunny,200.355,204.61
Indonesia,Jakarta,Partly cloudy,148.555,149.11
Iran,Tehran,Patchy light rain in area with thunder,85.84,98.05
Iraq,Baghdad,Partly cloudy,15.355,17.205
Ireland,Dublin,Partly cloudy,19.24,34.04
Israel,Jerusalem,Sunny,14.43,19.98
Italy,Rome,Sunny,21.09,35.52
Jamaica,Port Royal,Partly cloudy,5.18,5.735
Japan,Tokyo,Clear,60.68,61.605
Jordan,Amman,Sunny,15.725,27.195
Kazakhstan,Astana,Sunny,33.67,34.41
Kenya,Nairobi,Partly cloudy,22.94,23.125
Kiribati,Tarawa,Patchy rain nearby,14.615,24.42
Kuwait,Kuwait City,Light rain shower,88.245,309.32
Kyrghyzstan,Bishkek,Sunny,39.22,42.92
Indonesia,Laos,Light rain shower,29.785,30.155
Latvia,Riga,Overcast,18.5,27.75
Lebanon,Beirut,Partly cloudy,14.8,23.125
Lesotho,Maseru,Partly cloudy,16.28,16.28
Liberia,Monrovia,Partly cloudy,35.89,50.135
Thailand,Nan,Partly cloudy,25.715,25.9
Liechtenstein,Vaduz,Partly cloudy,10.73,12.395
Lithuania,Vilnius,Overcast,27.01,36.815
Luxembourg,Luxembourg,Fog,13.32,16.65
Madagascar,Antananarivo,Partly cloudy,11.47,12.95
Malawi,Lilongwe,Partly cloudy,9.435,10.36
Malaysia,Kuala Lumpur,Light rain,34.225,34.595
Maldives,Dhidhdhoo,Partly Cloudy,44.545,48.625
Mali,Bamako,Sunny,29.23,111.555
Malta,Valletta,Partly cloudy,9.62,26.27
Marshall Islands,Majuro,Overcast,3.515,5.18
Mauritania,Nouakchott,Sunny,29.6,145.595
Mauritius,Port Louis,Partly cloudy,12.21,18.685
Mexico,Mexico City,Clear,66.6,66.97
Micronesia,Palikir,Overcast,5.735,9.435
Iran,Chi Chi Khvar,Sunny,13.135,64.565
Monaco,Monaco,Partly cloudy,9.065,12.765
Mongolia,Ulaanbaatar,Partly cloudy,5.365,5.735
Montenegro,Podgorica,Partly cloudy,27.935,33.3
Morocco,Rabat,Sunny,34.04,127.095
Mozambique,Maputo,Partly cloudy,11.47,11.655
Myanmar,Yangon,Partly cloudy,34.965,35.335
Namibia,Windhoek,Sunny,1.665,2.22
Turkey,Yaren,Partly Cloudy,52.355,58.645
Nepal,Kathmandu,Partly cloudy,140.415,155.585
Netherlands,Amsterdam,Moderate rain,26.455,29.6
New Zealand,Wellington,Clear,12.395,17.76
Nicaragua,Managua,Clear,21.645,21.83
Niger,Niamey,Sunny,46.99,126.17
Nigeria,Abuja,Sunny,95.645,269.73
North Korea,Pyongyang,Moderate or heavy snow showers,63.27,68.45
Macedonia,Skopje,Sunny,64.01,73.815
Norway,Oslo,Partly cloudy,14.985,19.98
Oman,Muscat,Sunny,25.53,44.77
Pakistan,Islamabad,Sunny,69.005,71.225
Palau,Airai,Patchy rain nearby,4.625,7.215
Bolivia,National,Fog,13.875,14.06
Panama,Panama City,Overcast,5.365,6.29
Papua New Guinea,Port Moresby,Patchy rain nearby,6.475,7.4
Paraguay,Aurora,Clear,7.384,7.384
Peru,Lima,Partly Cloudy,29.415,40.515
Philippines,Manila,Partly cloudy,34.41,37.0
Poland,Warsaw,Partly cloudy,58.09,63.64
Portugal,Lisbon,Partly cloudy,29.785,39.035
Qatar,Doha,Sunny,53.465,74.74
Romania,Bucharest,Mist,150.59,161.505
Russia,Moscow,Overcast,141.895,183.52
Rwanda,Kigali,Partly cloudy,20.535,20.72
Saint Kitts and Nevis,Basseterre,Clear,9.62,15.17
Saint Lucia,Castries,Partly cloudy,12.765,20.905
Saint Vincent and the Grenadines,Kingstown,Patchy rain nearby,9.002,14.763
Samoa,Apia,Partly cloudy,4.625,7.4
San Marino,San Marino,Mist,52.405,58.613
Belgium,'S Gravenjansdijk,Light rain shower,9.065,10.545
Saudi Arabia,Riyadh,Sunny,142.635,682.28
Senegal,Dakar,Sunny,31.08,115.44
Serbia,Belgrade,Sunny,82.88,97.68
Seychelles Islands,Victoria,Partly Cloudy,4.995,7.77
Sierra Leone,Freetown,Partly Cloudy,39.775,63.455
Singapore,Singapore,Light rain,14.43,15.725
Slovakia,Bratislava,Sunny,43.475,49.765
Slovenia,Ljubljana,Light rain,22.94,24.235
Solomon Islands,Honiara,Partly cloudy,2.96,4.07
Somalia,Mogadishu,Partly cloudy,11.1,13.505
South Africa,Pretoria,Partly cloudy,18.87,18.87
South Korea,Seoul,Heavy snow,39.775,43.105
Sudan,Juba,Sunny,90.28,400.525
Spain,Madrid,Sunny,37.37,46.805
Sri Lanka,Colombo,Light rain,15.54,18.13
Sudan,Khartoum,Sunny,83.62,255.855
Suriname,Paramaribo,Partly cloudy,8.88,12.395
Sweden,Stockholm,Partly cloudy,16.28,34.78
Switzerland,Bern,Fog,15.725,26.455
Syria,Damascus,Sunny,21.275,23.865
Tajikistan,Dushanbe,Sunny,14.985,16.465
Tanzania,Dodoma,Partly cloudy,11.285,12.395
Thailand,Bangkok,Partly cloudy,19.98,20.165
Timor-Leste,Dili,Light rain shower,11.1,11.655
Vietnam,Ban Lom,Patchy rain nearby,32.375,32.745
Tonga,Nuku`Aloia,Partly cloudy,7.77,11.285
Trinidad and Tobago,Port Of Spain,Partly cloudy,6.105,9.065
Tunisia,Tunis,Partly cloudy,30.71,62.16
Turkey,Ankara,Partly cloudy,69.005,82.51
Turkmenistan,Ashgabat,Sunny,18.5,21.83
Tuvalu,Funafuti,Partly cloudy,11.655,18.685
Uganda,Kampala,Moderate rain,39.22,39.405
Ukraine,Kyiv,Partly Cloudy,37.185,42.365
United Arab Emirates,Abu Dhabi,Sunny,113.775,129.13
United Kingdom,London,Moderate rain at times,7.215,8.695
United States of America,Washington Harbor,Partly cloudy,11.47,15.725
Uruguay,Montevideo,Overcast,9.25,9.99
Uzbekistan,Tashkent,Sunny,27.75,28.49
Vanuatu,Port Vila,Partly cloudy,7.03,8.695
Venezuela,Caracas,Clear,17.205,17.945
Vietnam,Hanoi,Sunny,37.0,37.555
Yemen,Sanaa,Sunny,10.915,22.2
Zambia,Lusaka,Patchy rain nearby,19.425,19.61
Zimbabwe,Harare,Light rain shower,11.47,11.655
Afghanistan,Kabul,Sunny,10.36,19.795
Albania,Tirana,Overcast,15.17,26.455
Algeria,Algiers,Partly cloudy,63.455,108.595
Andorra,Andorra La Vella,Sunny,1.85,2.775
Angola,Luanda,Partly Cloudy,15.355,17.205
Antigua and Barbuda,Saint John's,Light rain,15.738,24.782
Argentina,Buenos Aires,Partly cloudy,9.435,10.915
Armenia,Yerevan,Partly cloudy,11.47,13.135
Australia,Canberra,Clear,2.775,3.515
Austria,Vienna,Moderate rain,9.25,10.36
Azerbaijan,Baku,Partly cloudy,2.22,2.22
Bahamas,Nassau,Clear,6.475,10.36
Bahrain,Manama,Partly cloudy,54.575,148.185
Bangladesh,Dhaka,Sunny,76.22,82.695
Barbados,Bridgetown,Partly cloudy,6.262,9.84
Belarus,Minsk,Overcast,42.18,48.1
Belgium,Brussels,Partly cloudy,12.765,25.9
Belize,Belmopan,Overcast,7.955,10.73
Benin,Porto-Novo,Patchy light rain with thunder,40.145,79.735
Bhutan,Thimphu,Patchy rain nearby,13.135,20.165
Bolivia,Sucre,Sunny,4.44,5.365
Bosnia and Herzegovina,Sarajevo,Partly cloudy,25.715,39.035
Botswana,Gaborone,Sunny,2.96,2.96
Brazil,Bras,Sunny,23.495,26.085
Brunei Darussalam,Bandar Seri Begawan,Patchy light rain with thunder,17.02,17.76
Bulgaria,Sofia,Partly cloudy,32.375,42.18
Burkina Faso,Ouagadougou,Sunny,83.805,608.28
Burundi,Bujumbura,Patchy rain nearby,15.54,15.725
Madagascar,Ivory,Patchy rain nearby,4.81,5.735
Cape Verde,Praia,Sunny,29.415,76.59
Cambodia,Phnom Penh,Partly cloudy,7.4,7.585
Cameroon,Ngaoundere,Sunny,36.445,93.24
Canada,Ottawa,Partly cloudy,10.545,10.73
Central African Republic,Bangui,Sunny,42.18,89.355
Chad,N'djamena,Sunny,102.86,426.425
Chile,Santiago,Sunny,38.665,39.96
China,Beijing,Clear,19.24,20.165
Bulgaria,Bogot,Cloudy,35.15,43.66
Comoros,Moroni,Patchy rain nearby,13.32,20.535
Congo,Brazzaville,Patchy rain nearby,12.95,13.32
Costa Rica,San Ignacio,Fog,6.105,6.105
Croatia,Zagreb,Mist,29.6,30.895
Cuba,Havana,Partly Cloudy,9.99,13.875
Cyprus,Nicosia,Partly cloudy,9.99,13.505
Czech Republic,Prague,Partly cloudy,3.7,4.995
