Book,Num_Ratings,Genres
"Holy Bible: NIV, New International Version","82,197","['Religion', 'Christian', 'Nonfiction', 'Classics', 'Christianity', 'Reference', 'Spirituality']"
"The State of the Art (Culture, #4)","16,434","['Science Fiction', 'Fiction', 'Short Stories', 'Space Opera', 'Cultural', 'Science Fiction Fantasy', 'Fantasy']"
الروح والجسد,"6,886","['Philosophy', 'Religion', 'Nonfiction', 'Islam', 'Spirituality', 'Egypt', '20th Century']"
Boy Meets Girl: Say Hello to Courtship,"16,314","['Christian', 'Nonfiction', 'Relationships', 'Christianity', 'Christian Living', 'Marriage', 'Religion']"
The Tie That Binds,"8,566","['Fiction', 'Historical Fiction', 'Literary Fiction', 'Literature', 'Contemporary', 'Adult Fiction', 'The United States Of America']"
A Thread of Grace,"14,247","['Historical Fiction', 'Fiction', 'Italy', 'World War II', 'Historical', 'War', 'Holocaust']"
Are You Afraid of the Dark?,"29,419","['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Mystery Thriller', 'Crime', 'Romance']"
Eugénie Grandet,"21,833","['Classics', 'Fiction', 'France', 'French Literature', '19th Century', 'Literature', 'Novels']"
Point Omega,"8,971","['Fiction', 'Novels', 'American', 'Literature', 'Contemporary', 'Literary Fiction', 'Novella']"
God's Undertaker: Has Science Buried God?,"1,681","['Science', 'Religion', 'Christian', 'Philosophy', 'Nonfiction', 'Christianity', 'Theology']"
Rebecca of Sunnybrook Farm,"34,381","['Classics', 'Fiction', 'Childrens', 'Historical Fiction', 'Young Adult', 'Middle Grade', 'Historical']"
Fevre Dream,"26,841","['Fantasy', 'Horror', 'Vampires', 'Fiction', 'Historical Fiction', 'Historical', 'Paranormal']"
Le Bourgeois Gentilhomme,"11,893","['Classics', 'Plays', 'France', 'Theatre', 'Fiction', 'French Literature', 'Drama']"
"Fallen in Love (Fallen, #3.5)","44,241","['Young Adult', 'Fantasy', 'Romance', 'Angels', 'Paranormal', 'Paranormal Romance', 'Supernatural']"
The Colony: The Harrowing True Story of the Exiles of Molokai,"2,165","['History', 'Nonfiction', 'Medical', 'Science', 'Medicine', 'American History', 'Historical']"
Emily Post's Etiquette,"2,531","['Nonfiction', 'Reference', 'Self Help', 'Classics', 'Education', 'Business', 'History']"
Memoir of the repentant people,69,['Islam']
The Great Hunger : Ireland 1845-9,"1,110","['History', 'Ireland', 'Nonfiction', 'Irish Literature', '19th Century', 'European History', 'Classics']"
"Seventh Son (Tales of Alvin Maker, #1)","35,158","['Fantasy', 'Fiction', 'Alternate History', 'Science Fiction', 'Historical Fiction', 'Science Fiction Fantasy', 'Historical']"
"The Path of Daggers (The Wheel of Time, #8)","134,233","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic']"
"Winter's Heart (The Wheel of Time, #9)","127,912","['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic']"
The Distance Between Us (Old Town Shops #1),"75,937","['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Realistic Fiction', 'Young Adult Contemporary', 'Fiction']"
"Beat the Reaper (Peter Brown, #1)","16,166","['Fiction', 'Thriller', 'Mystery', 'Crime', 'Humor', 'Mystery Thriller', 'Audiobook']"
Out of America: A Black Man Confronts Africa,490,"['Africa', 'Nonfiction', 'Memoir', 'Travel', 'History', 'Biography', 'Politics']"
A Country Doctor's Notebook,"19,106","['Classics', 'Fiction', 'Russia', 'Short Stories', 'Russian Literature', 'Medicine', 'Literature']"
"Test of the Twins (Dragonlance: Legends, #3)","28,965","['Fantasy', 'Dragonlance', 'Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Dragons']"
"War of the Twins (Dragonlance: Legends, #2)","29,745","['Fantasy', 'Dragonlance', 'Fiction', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Dragons']"
Indecent Exposure,"2,808","['Humor', 'Fiction', 'Comedy', 'Africa', 'British Literature', 'Modern', 'Literature']"
"A Silent Voice, Vol. 1 (A Silent Voice, #1)","41,684","['Manga', 'Graphic Novels', 'Young Adult', 'Comics', 'Contemporary', 'Romance', 'Fiction']"
"It's Like This, Cat","6,867","['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Animals', 'Realistic Fiction', 'Cats']"
Edie: American Girl,"6,871","['Biography', 'Nonfiction', 'History', 'Art', 'Pop Culture', 'Memoir', 'Biography Memoir']"
Have a Nice Day!: A Tale of Blood and Sweatsocks,"9,534","['Nonfiction', 'Biography', 'Sports', 'Autobiography', 'Memoir', 'Biography Memoir', 'Humor']"
Last Words,"13,648","['Nonfiction', 'Biography', 'Humor', 'Comedy', 'Autobiography', 'Memoir', 'Comedian']"
No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,"52,207","['Nonfiction', 'Military Fiction', 'History', 'War', 'Biography', 'Memoir', 'Military History']"
"Henry Reed, Inc.","2,998","['Fiction', 'Childrens', 'Young Adult', 'Middle Grade', 'Humor', 'Juvenile', 'School']"
"Shadow Heir (Dark Swan, #4)","13,655","['Urban Fantasy', 'Fantasy', 'Paranormal', 'Fae', 'Romance', 'Paranormal Romance', 'Adult']"
Daniel Martin,"2,620","['Fiction', 'Classics', 'Literature', 'Literary Fiction', 'Novels', 'British Literature', 'Contemporary']"
"Deity (Covenant, #3)","63,041","['Fantasy', 'Young Adult', 'Paranormal', 'Mythology', 'Romance', 'Paranormal Romance', 'Greek Mythology']"
P.S. from Paris,"32,014","['Romance', 'Fiction', 'Chick Lit', 'Contemporary', 'France', 'Contemporary Romance', 'Audiobook']"
Death in a Tenured Position (A Kate Fansler Mystery #6),"2,106","['Mystery', 'Fiction', 'Crime', 'Academia', 'Detective', 'Womens', 'Cozy Mystery']"
"The Ruin (Cormac Reilly, #1)","37,230","['Mystery', 'Fiction', 'Crime', 'Audiobook', 'Thriller', 'Ireland', 'Mystery Thriller']"
Nine Parts of Desire: The Hidden World of Islamic Women,"13,865","['Nonfiction', 'Religion', 'Islam', 'History', 'Feminism', 'Womens', 'Politics']"
In a Dark Wood Wandering: A Novel of the Middle Ages,"2,267","['Historical Fiction', 'Fiction', 'Medieval', 'Historical', 'France', 'Classics', 'Novels']"
My Brilliant Career,"6,582","['Classics', 'Fiction', 'Australia', 'Historical Fiction', 'Feminism', 'Literature', 'Literary Fiction']"
The Manchurian Candidate,"24,077","['Fiction', 'Thriller', 'Mystery', 'Classics', 'Espionage', 'Politics', 'Mystery Thriller']"
Armageddon: A Novel of Berlin,"5,499","['Historical Fiction', 'Fiction', 'War', 'Germany', 'Historical', 'World War II', 'Classics']"
Riotous Assembly,"3,892","['Humor', 'Fiction', 'Comedy', 'British Literature', 'Modern', 'Africa', 'South Africa']"
Tell-All,"13,496","['Fiction', 'Contemporary', 'Audiobook', 'Novels', 'Humor', 'Thriller', 'Adult Fiction']"
S/Z: An Essay,"3,736","['Philosophy', 'Nonfiction', 'Theory', 'Literary Criticism', 'Essays', 'France', 'Criticism']"
"Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1)","10,206","['Fantasy', 'Fiction', 'Historical Fiction', 'China', 'Humor', 'Historical', 'Mystery']"
"The Oldest Dance (Wisdom Revolution, #2)","5,547","['Fantasy', 'Science Fiction Fantasy', 'Post Apocalyptic', 'Science Fiction', 'Adventure', 'Utopia', 'Dark']"
Little Fur Family,"1,083","['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Classics', 'Family', 'Fantasy']"
The Barrytown Trilogy: The Commitments / The Snapper / The Van,"3,167","['Fiction', 'Irish Literature', 'Ireland', 'Humor', 'Novels', 'Comedy', 'Literary Fiction']"
Don't Become Angry,154,"['Islam', 'Religion']"
The Muslim Home,131,"['Islam', 'Religion']"
"Iron Crowned (Dark Swan, #3)","18,148","['Urban Fantasy', 'Fantasy', 'Paranormal', 'Fae', 'Romance', 'Paranormal Romance', 'Magic']"
The Double Helix,"17,958","['Science', 'Nonfiction', 'Biology', 'History', 'Biography', 'Memoir', 'Genetics']"
The Postman,"34,571","['Science Fiction', 'Fiction', 'Post Apocalyptic', 'Dystopia', 'Apocalyptic', 'Fantasy', 'Science Fiction Fantasy']"
Fatelessness,"10,765","['Fiction', 'Historical Fiction', 'Holocaust', 'Hungary', 'Nobel Prize', 'Hungarian Literature', 'Classics']"
There Is Nothing Wrong with You: Going Beyond Self-Hate,"1,978","['Self Help', 'Nonfiction', 'Psychology', 'Buddhism', 'Spirituality', 'Personal Development', 'Mental Health']"
"Imperium (Cicero, #1)","32,360","['Historical Fiction', 'Fiction', 'Historical', 'Politics', 'Italy', 'Thriller', 'Audiobook']"
"Treasured Amish and Mennonite Recipes: 627 Delicious, Down-to-Earth Recipes from Authentic Country Kitchens",37,"['Cookbooks', 'Cooking', 'Nonfiction']"
"East (East, #1)","42,941","['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Retellings', 'Fiction', 'Adventure']"
"River Secrets (The Books of Bayern, #3)","35,208","['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Fairy Tales', 'Adventure', 'Young Adult Fantasy']"
The Hundred Dresses,"38,390","['Childrens', 'Fiction', 'Classics', 'Middle Grade', 'Picture Books', 'Realistic Fiction', 'Young Adult']"
Strip Tease,"15,687","['Fiction', 'Mystery', 'Humor', 'Crime', 'Thriller', 'Comedy', 'Audiobook']"
Collected Poems,"8,519","['Poetry', 'Classics', 'Fiction', 'British Literature', 'Literature', '20th Century', 'English Literature']"
The Man-Eating Leopard of Rudraprayag,"2,352","['Nonfiction', 'Adventure', 'Wildlife', 'Nature', 'India', 'History', 'Travel']"
Pat the Bunny,"24,488","['Picture Books', 'Childrens', 'Classics', 'Fiction', 'Animals', 'Kids', 'Juvenile']"
The Complete Short Novels,"11,580","['Fiction', 'Classics', 'Russia', 'Short Stories', 'Russian Literature', 'Literature', 'Novels']"
"Shadows (Lux, #0.5)","40,968","['Young Adult', 'Paranormal', 'Romance', 'Aliens', 'Fantasy', 'Science Fiction', 'Paranormal Romance']"
"The Last Continent (Discworld, #22; Rincewind, #6)","55,525","['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic']"
Home Education (Original Homeschooling #1),"1,394","['Education', 'Parenting', 'Nonfiction', 'Homeschool', 'Christian', 'School', 'Family']"
Brief einer Unbekannten,"41,775","['Classics', 'Fiction', 'Romance', 'Short Stories', 'German Literature', 'Literature', 'Novels']"
The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,"24,366","['Travel', 'Nonfiction', 'Humor', 'Memoir', 'Biography', 'Adventure', 'Biography Memoir']"
"Shopaholic Ties the Knot (Shopaholic, #3)","110,425","['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Humor', 'Adult', 'Adult Fiction']"
Poems of Paul Celan,"3,388","['Poetry', 'Classics', 'German Literature', 'Fiction', 'Literature', 'Romania', '20th Century']"
"Rabbit Redux (Rabbit Angstrom, #2)","15,159","['Fiction', 'Classics', 'American', 'Literature', 'Novels', 'Literary Fiction', '20th Century']"
Kubrick,505,"['Nonfiction', 'Film', 'Biography', 'Media Tie In', 'American', 'Biography Memoir', 'Memoir']"
"The Sleeping Beauty Killer (Under Suspicion, #4)","13,236","['Mystery', 'Fiction', 'Audiobook', 'Thriller', 'Suspense', 'Mystery Thriller', 'Crime']"
"King of the Murgos (The Malloreon, #2)","54,106","['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Young Adult', 'Adventure']"
Flashforward,"15,466","['Science Fiction', 'Fiction', 'Time Travel', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Thriller']"
Andersonville,"7,807","['Historical Fiction', 'Fiction', 'Civil War', 'War', 'Classics', 'American Civil War', 'Historical']"
"Burn Zone (Alex Duarte, #2)",89,"['Mystery', 'Thriller', 'Fiction', 'Crime']"
The Demigod Files,"99,875","['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Short Stories', 'Adventure']"
The Black Rose,"1,304","['Historical Fiction', 'Fiction', 'Classics', 'Historical', 'Romance', 'Adventure', 'Medieval']"
"Bloodline (Sigma Force, #8)","22,510","['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Mystery Thriller', 'Science Fiction']"
The Birth of Tragedy,"16,531","['Philosophy', 'Nonfiction', 'Classics', 'German Literature', 'Art', 'History', '19th Century']"
"Hungry for You (Argeneau, #14)","14,240","['Paranormal Romance', 'Romance', 'Vampires', 'Paranormal', 'Fantasy', 'Adult', 'Urban Fantasy']"
"Thorn Queen (Dark Swan, #2)","21,161","['Urban Fantasy', 'Fantasy', 'Paranormal', 'Fae', 'Romance', 'Paranormal Romance', 'Adult']"
La mujer habitada,"5,090","['Fiction', 'Feminism', 'Magical Realism', 'Spanish Literature', 'Historical Fiction', 'Latin American', 'Womens']"
"Життєпис Бенвенуто, сина маестро Джованні Челліні, флорентинця, написаний ним самим у Флоренції","3,291","['Biography', 'History', 'Art', 'Nonfiction', 'Classics', 'Italy', 'Autobiography']"
Magic Hour,"104,531","['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Mystery', 'Drama', 'Adult Fiction']"
The Golden Bowl,"11,233","['Classics', 'Fiction', 'Literature', 'American', 'Novels', 'Historical Fiction', '20th Century']"
The Ice House,"10,219","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'British Literature', 'Suspense']"
Been Down So Long It Looks Like Up to Me,"3,276","['Fiction', 'Novels', 'Classics', 'Literature', 'American', 'Literary Fiction', 'The United States Of America']"
My Girl,"1,305","['Young Adult', 'Fiction', 'Childrens', 'Coming Of Age', 'Media Tie In', 'Middle Grade', '20th Century']"
Awakenings,"12,305","['Nonfiction', 'Science', 'Psychology', 'Medicine', 'Neuroscience', 'Medical', 'History']"
Easter Island: A Novel,"2,027","['Fiction', 'Historical Fiction', 'Travel', 'Historical', 'Mystery', 'Book Club', 'Novels']"
The Good Companions,677,"['Fiction', 'Classics', 'Novels', 'Literature', 'British Literature', '20th Century', 'Literary Fiction']"
The Firebrand,"10,685","['Fantasy', 'Historical Fiction', 'Fiction', 'Mythology', 'Historical', 'Science Fiction Fantasy', 'Historical Fantasy']"
Το λάθος,"3,210","['Fiction', 'Literature', 'Classics', 'Greece', 'Mystery', 'Novels', '20th Century']"
"Revenge of the Spellmans (The Spellmans, #3)","17,592","['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Mystery Thriller', 'Comedy', 'Adult']"
"Feeling Sorry for Celia (Ashbury/Brookfield, #1)","10,569","['Young Adult', 'Fiction', 'Contemporary', 'Romance', 'Humor', 'Chick Lit', 'Teen']"
Hitman: My Real Life in the Cartoon World of Wrestling,"5,476","['Nonfiction', 'Biography', 'Sports', 'Autobiography', 'Memoir', 'Canada', 'History']"
Collected Short Stories: Volume 2,"1,084","['Short Stories', 'Fiction', 'Classics', 'Literature', '20th Century', 'English Literature', 'Collections']"
"Persephone Returns: Victims, Heroes and the Journey from the Underworld",20,"['Mythology', 'Nonfiction']"
Sanctuary,"12,835","['Fiction', 'Classics', 'Literature', 'American', 'Southern Gothic', 'Novels', 'Southern']"
"Wild Magic (Immortals, #1)","78,053","['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Adventure', 'High Fantasy']"
The Shadow over Innsmouth,"18,298","['Horror', 'Fiction', 'Classics', 'Fantasy', 'Short Stories', 'Lovecraftian', 'Science Fiction']"
The Commoner,"4,921","['Historical Fiction', 'Fiction', 'Japan', 'Historical', 'Asia', 'Cultural', 'Book Club']"
For the Love of the Game: My Story,695,"['Sports', 'Biography', 'Basketball', 'Nonfiction', 'Autobiography', 'Memoir', 'Biography Memoir']"
Guys and Dolls,694,"['Fiction', 'Short Stories', 'Plays', 'Classics', 'Humor', 'Historical Fiction', 'Drama']"
"Nice Girls Don't Date Dead Men (Jane Jameson, #2)","14,952","['Vampires', 'Paranormal', 'Romance', 'Paranormal Romance', 'Urban Fantasy', 'Fantasy', 'Humor']"
Thanks for the Memories,"43,348","['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Fantasy', 'Adult', 'Contemporary Romance']"
"Curse of the Spellmans (The Spellmans, #2)","18,716","['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Mystery Thriller', 'Adult', 'Detective']"
The Way of a Pilgrim and the Pilgrim Continues His Way,"4,868","['Religion', 'Spirituality', 'Christianity', 'Christian', 'Nonfiction', 'Theology', 'Classics']"
"When the Bough Breaks (Alex Delaware, #1)","64,389","['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook']"
Follow Your Heart,"2,358","['Self Help', 'Nonfiction', 'Psychology', 'Personal Development', 'Inspirational', 'Philosophy']"
Get in the Van: On the Road With Black Flag,"8,432","['Music', 'Nonfiction', 'Biography', 'Memoir', 'Punk', 'Autobiography', 'History']"
"Phineas Finn (Palliser, #2)","6,928","['Classics', 'Fiction', 'Victorian', 'Literature', '19th Century', 'British Literature', 'Historical Fiction']"
"Man of the Family (Little Britches, #2)","2,990","['Biography', 'Nonfiction', 'Classics', 'Memoir', 'Westerns', 'Childrens', 'History']"
Yes Means Yes!: Visions of Female Sexual Power and A World Without Rape,"5,124","['Feminism', 'Nonfiction', 'Gender Studies', 'Sexuality', 'Gender', 'Essays', 'Social Justice']"
The Legend of Sleepy Hollow (Graphic Novel),"47,876","['Classics', 'Horror', 'Fiction', 'Fantasy', 'Short Stories', 'Mystery', 'Literature']"
The Sound of a Wild Snail Eating,"14,318","['Nonfiction', 'Memoir', 'Nature', 'Science', 'Animals', 'Biography Memoir', 'Biography']"
Best of S J Perelman,95,"['Humor', 'Essays', 'Short Stories', 'Nonfiction']"
"On Dublin Street (On Dublin Street, #1)","193,484","['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Adult', 'Erotica', 'Fiction']"
From the Earth to the Moon,"30,518","['Science Fiction', 'Classics', 'Fiction', 'Adventure', 'France', 'Fantasy', 'Literature']"
Lie Down with Lions,"19,485","['Fiction', 'Thriller', 'Historical Fiction', 'Mystery', 'Suspense', 'Espionage', 'Adventure']"
بائعة الخبز,"4,067","['Novels', 'Classics', 'Fiction', 'Literature', 'Romance', 'Historical Fiction', 'French Literature']"
"Judas Unchained (Commonwealth Saga, #2)","36,093","['Science Fiction', 'Space Opera', 'Fiction', 'Audiobook', 'Fantasy', 'Science Fiction Fantasy', 'Space']"
"Point of Impact (Bob Lee Swagger, #1)","16,946","['Thriller', 'Fiction', 'Mystery', 'Action', 'Military Fiction', 'Suspense', 'Mystery Thriller']"
