id,premise,hypothesis,lang_abv
e66359daa4,Have you read Tom Clancy?,He asked if he was reading Stephen King.,en
4efa8d731e,"Very bad, ah",Not bad at all.,tr
ec88e9d225,"Most menus include taxes and service charges, but if you provide satisfactory service, you'll usually get a tip.",Most restaurants do not accept this clause because sales tax already exists.,en
72260b0e43,So you don't have to pay a lot of money.,So you don't use too much cash anymore.,en
2469a9b69d,"When I started my first job in Switzerland, I had a secretary who didn't understand French or English, so I had to write letters in those languages ​​so that they could type on the computer.","Since my secretary could not speak English, I had to write and print a letter.",zh-cn
6560e281ae,"The island’s increasingly important economic status drove population growth, and in the mid-15th century, Madeira hosted 800 families.",Madeira proved uninhabitable.,en
920621a240,"And out of difficulties, I am now looking for a word that can be divided into two smaller forms one after the other.",I found three words that can be divided into two smaller forms one after the other.,es
a9077bbcd9,We hope you enjoy talking to them. But today you can send gifts in a return envelope to save on IRT administration fees.,Posting a gift can save $ 500 on IRT.,tr
fe94bdaada,"Today, the effects of pollution are affecting the monuments of Agra.",The pollution is so great today that Agra had to take measures to protect its monuments.,en
eba4cd36e8,The banquet is not located near the ground floor of the theater.,The ceremony was not made of solid wood.,sw
5765f5b6bb,"In the early stages, Indian art flourished.","In the early days, art weakened.",en
3275a97926,"To reach any of the three reduced carbs, you must continue walking after completing the respective journey for 20 minutes, 30 minutes or two hours.","A half-hour trail passes through a treacherous valley, protected by a pack of wolves and crossed by whips.",en
9b8fea1fa1,"In the meantime, you need to send him to the doctor. But before we do that, is there anything in this room that could be of value to us? Search all three quickly.",The three decided to send them to the doctor and ignored the enchanted treasure.,en
cafe3a799d,Cultural festivals are another option. But it's best to go to private weddings or celebrations when the performance is set in real context.,A break of sophistication is not fun or comfortable.,en
80f477667f,"At the same time, Ogle became impatient.",Ogal waited a long time.,zh-cn
250dfc5d57,"Production will be reduced from the current 48 tons to 26 tons in 2010, and",Most exhaust gases come in the form of SUVs and fuel jets.,en
31515f250c,"In the final law, the HCFA amended a number of rules regarding the cost of medical education programs for graduates following a recent filing order.",The HCFA changed the rules for determining the cost of graduate programs because it ignored them.,en
517acb08a4,"The next day's budget directive, however, focuses on gun crime, drug trafficking and citizenship. In order of importance",The Budget Council does not mention citizenship at all.,th
fbbace4334,"Table 2: Customer satisfaction expectations of BLM, FHWA, IRS and VBA for higher performance",Senior managers work on different aspects to meet expectations.,en
1f849c0144,I'm happy with what I've heard.,I felt that everyone in the meeting was being treated well.,hi
ee63dcac0b,"The withered eldest boy, one of four town militia soldiers, greets the old fashioned way with a cane.",White has only one daughter.,en
0d4da5b21c,"Delaney, chief executive of the New York Bar, said the company used the device to create a wholly owned subsidiary.",This device is only open to individuals or non-profit organizations.,zh-cn
897489dfaf,Martini Jane and Vermont must be twisted.,"According to most wedding parties, a martini should have gin and vermouth.",en
ee616b3a11,"The analysis also looks at various options of the final rule, including individual compliance or reporting requirements, the use of performance rather than design standards, and an exception for small businesses outside the scope of the rule.",There are no design standards.,en
5c57b8367f,"Government / Law, Beggar, Peon, Dakoit, Dakoichi, Dhan, Dharna, Kotwal, Kotvali, Panchayat, Grandson, Sabha.",Easy to read words,el
1db205fc39,"This is different, because every client is his file.",They keep medical and legal records together.,el
fe237e5484,"And sometimes some news filters where they looked at old things and of course savings and loan programs which, as you know, only grew after my team. We got a lot of people to do this spread. There were small, special groups, and then of course the Shanti Vahini insisted that it was something that was nationalized and resembled very quickly.",I am very happy to receive daily updates about Shanti Vahini.,en
eabe043549,"Yes, this is a good place",I have gone there many times.,en
36ef4bffea,We need the resources to complement it in order to strengthen GAO and continue its desire to become the federal model for government and reality organizations worldwide.,We want to end Gao.,sw
a3bc43802d,"We need to review the reasons, including current human capital policies and practices.",We need to review the code to make sure it is on budget.,en
a5b45cd977,"Obviously, they were allowed to understand that Saint James was, at all times, the wonderful youth movement of Lord Julian Wood.",Lord Julian Street in James,ur
5ff16d5a1c,"When we leave the house, they will follow us again, but they will not force us, because that is Mr. Byrne's plan, which is being carried out with us.",Mr. Brown plans to send them to us.,en
