Title,Genre,Tags,Director
Hibana: Spark,Drama,"TV Dramas,TV Programmes,Japanese TV Shows,Japanese TV Shows,TV Shows Based on Books,TV Shows Based on Books",
Vacation,"Adventure, Comedy","Adventures,International Comedies,International Movies,Comedies,US Movies,International Action & Adventure,Action & Adventure,Late Night Comedies","John Francis Daley, Jonathan Goldstein"
Maze Runner: The Scorch Trials,"Action, Adventure, Sci-Fi, Thriller","Action & Adventure,Fantasy,Sci-Fi Thrillers,Sci-Fi Adventure,Sci-Fi & Fantasy,Adventures,Action Sci-Fi & Fantasy,Action Thrillers,Movies Based on Books",Wes Ball
The Martian,"Adventure, Drama, Sci-Fi","Rock & Pop,Action Sci-Fi & Fantasy,Sci-Fi Adventure,Sci-Fi & Fantasy,Adventures,Action & Adventure,Sci-Fi Dramas,Dramas,Movies Based on Books",Ridley Scott
Scouts vs. Zombies,"Action, Comedy, Horror","Comedies,Horror Films,Zombie Horror Films,Teen Screams,Dark Comedies,Horror Comedies,Laugh-Out-Loud Comedies,Gory Horror Movies,US Movies",Christopher Landon
Hitman: Agent 47,"Action, Crime, Thriller","Gangster Films,Action & Adventure,Crime Action & Adventure,Action Thrillers,Crime Films,US Movies",Aleksander Bach
Big Stone Gap,"Comedy, Romance","Comedies,Romantic Comedies,Romantic Films,Movies Based on Books,Romantic Favorites",Adriana Trigiani
Stories by Rabindranath Tagore,Drama,"Social Issue Dramas,TV Dramas,TV Programmes,Period Pieces,Political TV Shows,Indian TV Shows,Hindi-Language TV Shows,TV Shows Based on Books,Social Issue TV Dramas",
Guilty,"Crime, Drama, Mystery, Thriller","Dramas,Dramas based on real life,Crime Dramas,Police Mysteries,Social Issue Dramas,International Dramas,Police Movies,Indian Films,Hindi-language Films,Police Dramas,Films Based on Real Life,Bollywood Films,Mysteries",Meghna Gulzar
Reclaim,"Action, Crime, Drama, Thriller","Adventures,Action & Adventure,Crime Movies,Crime Action & Adventure,Action Thrillers",Alan White
Bros Before Hos,Comedy,"Comedies,International Movies,Dutch Movies","Steffen Haars, Flip Van der Kuil"
Assassination Classroom,"Animation, Action, Comedy, Sci-Fi","TV Programmes,Anime Series,Action Anime,Japanese TV Shows,Sci-Fi & Fantasy Anime,School Anime,TV Shows Based on Manga,Shounen Anime,TV Shows Based on Comics",
The Last House on the Left,"Action, Crime, Drama, Horror, Thriller","Horror Films,Slasher & Serial Killer Movies,Teen Screams,Gory Horror Movies,US Movies",Dennis Iliadis
The Deep,"Animation, Action, Adventure, Family, Sci-Fi","Kids TV,TV Programmes,TV Cartoons,Australian TV Shows,TV Shows Based on Comics",
The Color Purple,Drama,"Dramas based on a book,Dramas,Social Issue Dramas,Dramas based on contemporary literature,Dramas,Social Issue Dramas,Dramas based on contemporary literature,Dramas based on a book,Tearjerkers,Movies Based on Books,Classic Dramas,Classic Movies",Steven Spielberg
Gabo: The Creation of Gabriel García Márquez,"Documentary, Biography, History","Biographical Documentaries,Social & Cultural Documentaries,Documentaries,Documentaries,Social & Cultural Documentaries,Biographical Documentaries,Spanish Films,Documentaries",Justin Webster
Barneys Great Adventure: The Movie,"Adventure, Comedy, Drama, Family, Fantasy","Family Adventures,Films for ages 0 to 2,Children & Family Films",Steve Gomer
How to Win at Checkers (Every Time),Drama,"Dramas,Dramas based on a book,Dramas based on a book,Dramas,Social Issue Dramas,Films Based on Books,Thai Films",Josh Kim
J. Edgar,"Biography, Drama, Romance","Crime Dramas,Biographical Dramas,Dramas based on real life,Political Dramas,Dramas,Movies Based on Real Life,Crime Movies,Crime Movies based on real life",Clint Eastwood
Elizabeth: The Golden Age,"Biography, Drama, History, War","Dramas based on real life,Biographical Dramas,Romantic Dramas,Romantic Films,Dramas,Military Dramas,Movies Based on Real Life,Political Dramas,British Movies,Period Pieces,British Dramas,British Period Pieces,Historical Dramas,International Period Pieces,European Dramas,European Movies,Historical Movies",Shekhar Kapur
Good Witch,"Comedy, Drama, Fantasy","TV Programmes,TV Sci-Fi & Fantasy,US TV Programmes,TV Dramas,US TV Dramas,TV Programmes,TV Dramas,US TV Dramas,US TV Programmes,TV Sci-Fi & Fantasy,Fantasy TV Shows,Family Watch Together TV",
Bad Education,Comedy,"British TV Programmes,Sitcoms,TV Programmes,British TV Comedies,TV Comedies",
72 Dangerous Places,Documentary,"TV Programmes,Documentaries,TV Programmes,Documentaries,Docuseries,Australian TV Shows,Science & Nature TV",
"Branco Sai, Preto Fica",Drama,"Brazilian Dramas,Sci-Fi & Fantasy,Sci-Fi Dramas,Social Issue Dramas,Brazilian Films,Independent Films,Dramas,Independent Dramas,Cyberpunk",Adirley Queirós
Ghoul,"Horror, Thriller","International Thrillers,Supernatural Thrillers,Horror Films,International Movies,Thrillers,Supernatural Horror Films,Czech Movies",Petr Jákl
Los heroes del Mal,"Crime, Drama, Thriller","International Dramas,International Movies,Spanish Films,Dramas",Zoe Berriatúa
Playing It Cool,"Comedy, Romance","Comedies,Romantic Comedies,Romantic Films,Romantic Favourites",Justin Reardon
The Fear of 13,"Documentary, Biography, Crime, Mystery","Social & Cultural Documentaries,Crime Documentaries,Biographical Documentaries,Documentaries,Documentaries,British Films",David Sington
The Boy,"Horror, Mystery, Thriller","Horror Films,Thrillers,Independent Thrillers,Independent Films,Chilling Horror Movies",William Brent Bell
B.A. Pass,"Crime, Drama, Thriller","Independent Dramas,Dramas,Independent Films,International Dramas,Dramas based on a book,International Movies,Bollywood Movies,Movies Based on Books,Indian Movies,Hindi-Language Movies,Film Noir",Ajay Bahl
The A-Team,"Action, Adventure, Thriller","Action Thrillers,Action Comedies,Military Action & Adventure,Action & Adventure,Comedies,Action Movies,US Movies",Joe Carnahan
Spy Time,"Action, Adventure, Comedy, Thriller","Comedies,Adventures,International Movies,Action & Adventure,Spy Action & Adventure,International Action & Adventure,International Comedies,Action Comedies,Action Thrillers,Spanish Films,Action Movies",Javier Ruiz Caldera
The Beginning of Life,"Documentary, Family","Documentaries,Latin American Films,Brazilian Films,Latin American Documentaries,Documentary Films,Brazilian Documentaries",Estela Renner
Aquarius,"Biography, Crime, Drama, Thriller","Crime TV Programmes,Crime TV Dramas,TV Programmes,TV Dramas,US TV Programmes",
Meu Passado Me Condena,"Comedy, Romance","Brazilian Comedies,Comedies,Romantic Comedies,Romantic Films,Brazilian Films",Julia Rezende
Shimajiro no Wao!,"Animation, Adventure","Japanese TV Films,Kids TV,Kids Anime,Anime,Japanese Kids TV,Education & Guidance,Anime Series,Kids Music",Jazz Boon
The Do-Over,"Action, Adventure, Comedy, Mystery","Comedies,Late Night Comedies,Action Comedies,Action & Adventure,Action Comedies,Comedies,Action & Adventure",Steven Brill
Staying Alive,"Drama, Music, Romance","Romantic Films,Romantic Dramas,Dramas,Romantic Favourites,Showbiz Dramas,US Movies",Sylvester Stallone
Thunderstruck,"Comedy, Family, Fantasy, Sport","Films for ages 8 to 10,Films for ages 5 to 7,Children & Family Films,Family Comedies,Sports Films,Sports Comedies,Comedies,Family Features",John Whitesell
Gakko,Drama,"Japanese Films,Japanese Dramas,Dramas,Dramas based on a book,Movies Based on Books,Classic Movies,Classic Japanese Movies",Yôji Yamada
Doro no Kawa,Drama,"Japanese Dramas,Japanese Films,Dramas based on a book,Dramas,Social Issue Dramas,Movies Based on Books,Classic Movies,Classic Japanese Movies",Kôhei Oguri
An Autumn Afternoon,Drama,"Dramas,Japanese Dramas,Japanese Films,Classic Movies,Classic Japanese Movies",Yasujirô Ozu
Sunshine on Leith,"Comedy, Drama, Musical, Romance","Romantic Films,Country & Western/Folk,British Films,Musicals",Dexter Fletcher
Lady Dynamite,Comedy,"TV Comedies,TV Programmes",
Eraserhead,"Fantasy, Horror","Independent Films,Horror Films,Cult Horror Films,Experimental Films,Gory Horror Movies,US Movies",David Lynch
Momentum,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Films,African Movies,International Action & Adventure,Crime Action,South African Movies,Heist Movies",Stephen S. Campanelli
Funny Girl,"Biography, Comedy, Drama, Musical, Romance","Classic Romantic Films,Comedies,Romantic Comedies,Romantic Favourites,Musicals,Romantic Films,20th Century Period Pieces,Films Based on Real Life,Classic Films,Classic Comedies,Music & Musicals,Classic Musicals,US Movies",William Wyler
The Hunger Games: Mockingjay - Part 2,"Action, Adventure, Sci-Fi, Thriller","Political Dramas,Action Sci-Fi & Fantasy,Sci-Fi Dramas,Action Thrillers,Dramas based on a book,Sci-Fi & Fantasy,Dramas based on contemporary literature,Sci-Fi Thrillers,Teen Dramas,Action & Adventure,Dramas,Social Issue Dramas,Films Based on Books,Blockbuster Action & Adventure,Futuristic Sci-Fi,Teen Films",Francis Lawrence
Bridge of Spies,"Drama, History, Thriller","Dramas based on real life,Thrillers,Dramas,Spy Thrillers,Military Dramas,Films Based on Real Life",Steven Spielberg
Aya de Yopougon,"Animation, Comedy, Romance","Social Issue Dramas,French Films,Dramas,International Movies,French Dramas","Marguerite Abouet, Clément Oubrerie"
Slasher,"Crime, Drama, Horror, Mystery, Thriller","TV Thrillers,TV Horror,TV Programmes,Mystery Programmes,US TV Shows",
Stereo,"Crime, Thriller","Thrillers,German Films,Psychological Thrillers,International Thrillers",Maximilian Erlenwein
Daniël Arends: De Zachte Heelmeester,"Documentary, Comedy","Stand-up Comedy,Talk Shows & Stand-up Comedy,Comedies,International Movies",Ruut Weissman
Jochem Myjer: Even Geduld Aub!,Comedy,"Stand-up Comedy,Talk Shows & Stand-up Comedy,International Movies,Comedies",Jos Thie
Crime Story,"Action, Crime, Drama","Police Movies,Chinese Films,International Action & Adventure,International Movies,Action & Adventure,Asian Movies,Crime Action & Adventure,Martial Arts Films,Police Action & Adventure,Gangster Films,Crime Films,Hong Kong Films","Kirk Wong, Jackie Chan"
Harry Potter and the Deathly Hallows: Part 2,"Adventure, Drama, Fantasy, Mystery","Children & Family Films,Fantasy,Sci-Fi & Fantasy,Family Sci-Fi & Fantasy,Family Features,Films based on childrens books,Films Based on Books",David Yates
Dragons Forever,"Action, Comedy, Romance","Martial Arts Films,Romantic Comedies,Action Comedies,International Comedies,Action & Adventure,International Movies,Asian Movies,Romantic Films,Chinese Films,International Action & Adventure,Comedies","Corey Yuen, Sammo Kam-Bo Hung"
Attacking the Devil: Harold Evans and the Last Nazi War Crime,Documentary,"Historical Documentaries,Documentaries,Documentaries,British Films,Social & Cultural Documentaries","Jacqui Morris, David Morris"
Shark,Documentary,"Documentaries,British TV Programmes,Science & Nature Documentaries,TV Programmes,Docuseries,Nature & Ecology Documentaries,Science & Nature TV,Family Watch Together TV",
Mission: Impossible 5,"Action, Adventure, Thriller","Adventures,Action Thrillers,Action & Adventure,Spy Action & Adventure,Blockbuster Action & Adventure,US Movies,Action",Christopher McQuarrie
1864,"Drama, Fantasy, History, War","TV Programmes,Scandinavian TV,TV Dramas,TV Action & Adventure,Period Pieces,Danish TV Shows",
The Maria Lang Collection,"Crime, Thriller","TV Dramas,Crime TV Programmes,Crime TV Dramas,Scandinavian TV,TV Programmes","Christopher Panov, Christian Eklöw"
Rhapsody in August,Drama,"Dramas,Japanese Dramas,Dramas based on a book,Japanese Films,Children & Family Movies,Movies Based on Books,Classic Movies,Classic Japanese Movies",Akira Kurosawa
Bleeding Heart,Drama,Dramas,Diane Bell
Spotless,"Crime, Drama","TV Programmes,British TV Dramas,Crime TV Dramas,British TV Programmes,TV Dramas,French TV Shows,TV Thrillers",
The Land Before Time V: The Mysterious Island,"Animation, Adventure, Family, Musical","Films for ages 2 to 4,Films for ages 5 to 7,Family Adventures,Children & Family Films",Charles Grosvenor
Goosebumps,"Adventure, Comedy, Family, Fantasy, Horror","Films based on childrens books,Family Sci-Fi & Fantasy,Family Comedies,Family Adventures,Films for ages 5 to 7,Comedies,Films for ages 11 to 12,Children & Family Films,Films for ages 8 to 10,Adventures,Fantasy,Sci-Fi & Fantasy,Action & Adventure,Films Based on Books,Family Features,US Movies",Rob Letterman
Chelsea,Documentary,"TV Programmes,TV Comedies",
Out of Sight,"Comedy, Crime, Drama, Romance, Thriller","Romantic Dramas,Crime Dramas,Romantic Comedies,Police Thrillers,Thrillers,Dramas,Dramas based on a book,Dramas based on contemporary literature,Crime Thrillers,Police Movies,Romantic Films,Police Dramas,Comedies,Dark Comedies,Crime Comedies,Crime Films,Films Based on Books,Heist Films,Romantic Favourites,US Movies",Steven Soderbergh
K-9,"Action, Comedy, Crime","Police Action & Adventure,Action & Adventure,Crime Action & Adventure,Comedies,Police Movies,Action Comedies,Crime Comedies,Crime Films",Rod Daniel
Dragon Nest: Warriors Dawn,"Animation, Adventure, Family, Fantasy","Family Adventures,Children & Family Films,Chinese Films,Family Sci-Fi & Fantasy,Asian Action Films,Films for ages 5 to 7,Films for ages 8 to 10",Yuefeng Song
Shaun the Sheep Movie,"Animation, Adventure, Comedy, Family, Fantasy","Family Adventures,Family Features,Family Comedies,Children & Family Films,Comedies,Animal Tales,British Films,Family Feature Animation","Mark Burton, Richard Starzak"
American Ultra,"Action, Comedy","Action Comedies,Dark Comedies,Crime Action & Adventure,Comedies,Action & Adventure,US Movies,Crime Comedies,Crime Movies",Nima Nourizadeh
Sex Tape,"Comedy, Romance","Comedies,Late Night Comedies",Jake Kasdan
London Spy,"Crime, Drama, Mystery, Romance, Thriller","TV Programmes,TV Thrillers,TV Dramas,British TV Programmes,Crime TV Dramas,LGBTQ TV Shows,LGBTQ TV Shows",
The Chosen Ones,Drama,"Independent Dramas,Latin American Films,Dramas,Mexican Films,Independent Films,International Dramas",David Pablos
Ali Wong: Baby Cobra,Comedy,"Comedies,Dark Comedies,Stand-up Comedy",Jay Karas
Heavens Bookstore,"Drama, Romance","Dramas,Romantic Movies,Japanese Dramas,Japanese Sci-Fi & Fantasy,Romantic Japanese Movies,Sci-Fi & Fantasy,Romantic Dramas,Japanese Movies,Romantic Movies based on Books,Dramas based on Books,Fantasy Movies",Tetsuo Shinohara
Marseille,Drama,"TV Shows,TV Dramas",
The Choice,"Drama, Romance","Romantic Movies,Dramas based on Books,Romantic Dramas,Dramas,Tearjerkers,Films Based on Books",Ross Katz
Mr. Right,"Action, Comedy, Romance","Romantic Comedies,Crime Movies,Comedies,Romantic Movies,Crime Comedies,Dark Comedies,Action & Adventure,Crime Action & Adventure,Quirky Romance,Action Comedies",Paco Cabezas
Teen Titans Go!,"Animation, Short, Adventure, Comedy, Family, Sci-Fi","TV Comedies,Kids TV,TV Animated Comedies,TV Shows,TV Cartoons,Comic Book & Superhero TV,TV Shows Based on Comics",
Epic,"Animation, Adventure, Family, Fantasy, Mystery, Thriller","Family Feature Animation,Movies for ages 11 to 12,Family Adventures,Children & Family Movies,Family Sci-Fi & Fantasy,Movies for ages 5 to 7,Family Features,Movies based on childrens books,Movies for ages 8 to 10,Movies Based on Books,US Movies",Chris Wedge
Mistress America,"Comedy, Drama","Independent Movies,Comedies,Screwball Comedies,Independent Comedies",Noah Baumbach
Fantastic Four,"Action, Adventure, Sci-Fi","Action Sci-Fi & Fantasy,Family Sci-Fi & Fantasy,Children & Family Movies,Sci-Fi Adventure,Adventures,Family Features,Action & Adventure,Movies for ages 11 to 12,Sci-Fi & Fantasy,Comic Book and Superhero Movies,Blockbuster Action & Adventure,US Movies","Josh Trank, Stephen E. Rivkin"
Gomorra -  La serie,"Crime, Drama, Thriller","TV Thrillers,TV Shows,Italian TV Shows,TV Shows Based on Books",
Admiral,"Action, Adventure, Biography, Drama, History","Action & Adventure,Biographical Dramas,Dramas,Military Dramas,Political Dramas,Adventures,Dramas based on real life,Military Action & Adventure,Movies Based on Real Life,Dutch Movies,Period Pieces",Roel Reiné
The Nutty Professor,"Comedy, Romance, Sci-Fi","Romantic Comedies,Romantic Movies,Comedies,Slapstick Comedies,Romantic Favorites",Tom Shadyac
Garfields Fun Fest,"Animation, Adventure, Comedy, Family, Fantasy","Animal Tales,Comedies,Movies for ages 8 to 10,Children & Family Movies,Movies for ages 5 to 7,Movies for ages 2 to 4,Family Comedies","Mark A.Z. Dippé, Eondeok Han"
Teenage Mutant Ninja Turtles III,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Family Features,Action Comedies,Movies for ages 5 to 7,Family Sci-Fi & Fantasy,Family Comedies,Comedies,Movies for ages 8 to 10,Children & Family Movies,Martial Arts Movies",Stuart Gillard
