director_name,genres,comb
Matt Spicer,Drama Comedy,Aubrey Plaza Elizabeth Olsen O'Shea Jackson Jr. Matt Spicer Drama Comedy
Macon Blair,Comedy Crime Drama Thriller,Melanie Lynskey Elijah Wood David Yow Macon Blair Comedy Crime Drama Thriller
Guy Ritchie,Action Drama Fantasy,Charlie Hunnam Astrid Bergès-Frisbey Jude Law Guy Ritchie Action Drama Fantasy
Bill Condon,Family Fantasy Romance,Emma Watson Dan Stevens Luke Evans Bill Condon Family Fantasy Romance
Chester Tam,Comedy,Stella Maeve Andy Samberg Josh Peck Chester Tam Comedy
Tom McGrath,Animation Comedy Family,Alec Baldwin Miles Bakshi Jimmy Kimmel Tom McGrath Animation Comedy Family
Jay Oliva,Action Animation Fantasy Sci-Fi Thriller,Matt Ryan Jason O'Mara Camilla Luddington Jay Oliva Action Animation Fantasy Sci-Fi Thriller
Sotiris Tsafoulias,Thriller Mystery,Pigmalion Dadakaridis Dimitris Katalifos Manos Vakousis Sotiris Tsafoulias Thriller Mystery
Luca Guadagnino,Romance Drama,Timothée Chalamet Armie Hammer Michael Stuhlbarg Luca Guadagnino Romance Drama
Adam Randall,Action Crime Sci-Fi Thriller,Bill Milner Maisie Williams Rory Kinnear Adam Randall Action Crime Sci-Fi Thriller
Salvatore Ficarra Valentino Picone,Comedy,Salvatore Ficarra Valentino Picone Vincenzo Amato Salvatore Ficarra Valentino Picone Comedy
Onur Tukel,Comedy Drama,Sandra Oh Anne Heche Alicia Silverstone Onur Tukel Comedy Drama
David Lowery,Drama Fantasy Romance,Casey Affleck Rooney Mara Will Oldham David Lowery Drama Fantasy Romance
Rupert Sanders,Action Sci-Fi Thriller,Scarlett Johansson Michael Pitt Pilou Asbæk Rupert Sanders Action Sci-Fi Thriller
Matt Murphy,Action Comedy Crime,Dean O'Gorman James Rolleston Ashleigh Cummings Matt Murphy Action Comedy Crime
Karyn Kusama Jovanka Vuckovic Roxanne Benjamin St. Vincent,Horror,Natalie Brown Melanie Lynskey Breeda Wool Karyn Kusama Jovanka Vuckovic Roxanne Benjamin St. Vincent Horror
Shaad Ali,Drama Romance,Aditya Roy Kapoor Shraddha Kapoor Leela Samson Shaad Ali Drama Romance
James Foley,Drama Romance,Dakota Johnson Jamie Dornan Eric Johnson James Foley Drama Romance
Craig Johnson,Drama Comedy,Woody Harrelson Sandy Oian-Thomas Shaun Brown Craig Johnson Drama Comedy
Fyodor Bondarchuk,Drama Romance Sci-Fi,Rinal Mukhametov Sergey Garmash Oleg Menshikov Fyodor Bondarchuk Drama Romance Sci-Fi
Pascal Bourdiaux,Comedy,Jean Reno Reem Kherici Camille Chamoux Pascal Bourdiaux Comedy
Caradog W. James,Horror,Katee Sackhoff Lucy Boynton Javier Botet Caradog W. James Horror
Ido Fluk,Drama,Dan Stevens Malin Åkerman Kerry Bishé Ido Fluk Drama
Ed Gass-Donnelly,Drama Thriller,Abbie Cornish Dermot Mulroney Diego Klattenhoff Ed Gass-Donnelly Drama Thriller
Christopher Smith,Thriller,Tye Sheridan Bel Powley Emory Cohen Christopher Smith Thriller
Bill Purple,Drama,Jason Sudeikis Maisie Williams Jessica Biel Bill Purple Drama
Aki Kaurismäki,Comedy Drama,Sakari Kuosmanen Sherwan Haji Simon Al-Bazoon Aki Kaurismäki Comedy Drama
Alex Grossman,Comedy,Troy Doherty Flavia Watson Raychel Diane Weiner Alex Grossman Comedy
Arnaud des Pallières,Drama,Adèle Exarchopoulos Adèle Haenel Solène Rigot Arnaud des Pallières Drama
Martín Hodara,Mystery Drama Crime Thriller,Ricardo Darín Leonardo Sbaraglia Laia Costa Martín Hodara Mystery Drama Crime Thriller
Akiva Schaffer Scott Aukerman,Comedy Music,Michael Bolton Adam Scott Sarah Shahi Akiva Schaffer Scott Aukerman Comedy Music
Evan Oppenheimer,Adventure Drama Romance,Brett Dalton Emily Atack Stana Katic Evan Oppenheimer Adventure Drama Romance
Ben Browder,Mystery Comedy Thriller Sci-Fi Fantasy,Gina Gershon Sean Astin Sammi Hanratty Ben Browder Mystery Comedy Thriller Sci-Fi Fantasy
Sydney Sibilia,Action Comedy Crime,Edoardo Leo Valerio Aprea Stefano Fresi Sydney Sibilia Action Comedy Crime
Oliver Schmitz,Drama,Andrea Riseborough Steve Coogan Deon Lotz Oliver Schmitz Drama
James Franco,Drama,James Franco Nat Wolff Selena Gomez James Franco Drama
Cate Shortland,Mystery Thriller Drama Horror,Teresa Palmer Max Riemelt Matthias Habich Cate Shortland Mystery Thriller Drama Horror
Jenny Gage,Documentary,Dusty Rose Ryan Lena M. Ginger Leigh Ryan Jenny Gage Documentary
Joel David Moore,Comedy Drama,Frank Langella Billy Crudup Christina Applegate Joel David Moore Comedy Drama
Terrence Malick,Drama Music Romance,Michael Fassbender Ryan Gosling Rooney Mara Terrence Malick Drama Music Romance
Marti Noxon,Drama,Lily Collins Carrie Preston Lili Taylor Marti Noxon Drama
Michael Stephenson,Comedy Drama,Bob Odenkirk Amber Tamblyn Natasha Lyonne Michael Stephenson Comedy Drama
Liu Jian,Animation Crime,Yang Siming Cao Kou Ma Xiaofeng Liu Jian Animation Crime
Anne Hamilton,Drama Thriller,Peyton Kennedy Richard Schiff Kip Pardue Anne Hamilton Drama Thriller
Marc Rothemund,Comedy,Kostja Ullmann Anna Maria Mühe Jacob Matschenz Marc Rothemund Comedy
Mirjana Karanović,Drama,Mirjana Karanović Boris Isaković Marko Nikolić Mirjana Karanović Drama
Agnieszka Holland,Crime Drama Mystery Thriller,Agnieszka Mandat-Grabka Wiktor Zborowski Jakub Gierszał Agnieszka Holland Crime Drama Mystery Thriller
Francis Lee,Romance Drama,Josh O'Connor Alec Secareanu Ian Hart Francis Lee Romance Drama
Sebastián Lelio,Drama,Daniela Vega Francisco Reyes Luis Gnecco Sebastián Lelio Drama
Teresa Villaverde,Drama,João Pedro Vaz Alice Albergaria Borges Beatriz Batarda Teresa Villaverde Drama
Călin Peter Netzer,Drama,Mircea Postelnicu Diana Cavallioti Carmen Tănase Călin Peter Netzer Drama
Rezo Gigineishvili,Drama,Irakli Kvirikadze Tinatin Dalakishvili Merab Ninidze Rezo Gigineishvili Drama
So Yong Kim,Drama Romance,Jena Malone Riley Keough Jessie Ok Gray So Yong Kim Drama Romance
Vladimir Besedin,Action Adventure Sci-Fi Drama,Aleksandr Gorbatov Ivan Fominov Anton Kuznetsov Vladimir Besedin Action Adventure Sci-Fi Drama
Peter W. Kunhardt Brian Oakes,Documentary,Warren Buffett Susan Buffett Bill Gates Peter W. Kunhardt Brian Oakes Documentary
Catalina Aguilar Mastretta,Romance Comedy,Karla Souza José María Yazpik Ben O'Toole Catalina Aguilar Mastretta Romance Comedy
Dany Boon,Action Comedy,Alice Pol Dany Boon Michel Blanc Dany Boon Action Comedy
Leslie Libman,Drama TV Movie,Natasha Bassett Jenna Berman Matthew Harrison Leslie Libman Drama TV Movie
Kerstin Karlhuber,Family Drama,Tom Wopat Michael Grant Gregory Harrison Kerstin Karlhuber Family Drama
Destin Cretton,Drama,Brie Larson Woody Harrelson Naomi Watts Destin Cretton Drama
Thomas Torrey,Drama Thriller,Thomas Torrey Katherine Drew J.R. Adduci Thomas Torrey Drama Thriller
Dome Karukoski,Drama,Pekka Strang Lauri Tilkanen Jakob Oftebro Dome Karukoski Drama
Kris Avedisian,Drama Comedy,Louisa Krause Allie Marshall Ariana DeFusco Kris Avedisian Drama Comedy
Mike Dudko,Horror Comedy,Rachel Barrer Gleb Kaminer Shaun Rey Mike Dudko Horror Comedy
Lone Scherfig,Romance War Comedy Drama,Gemma Arterton Sam Claflin Bill Nighy Lone Scherfig Romance War Comedy Drama
Joseph Ruben,Romance Drama War,Michiel Huisman Hera Hilmar Josh Hartnett Joseph Ruben Romance Drama War
William Oldroyd,Drama,Florence Pugh Cosmo Jarvis Paul Hilton William Oldroyd Drama
Ritesh Batra,Mystery Drama,Jim Broadbent Charlotte Rampling Harriet Walter Ritesh Batra Mystery Drama
Susan Johnson,Drama Comedy,Bel Powley Nathan Lane Gabriel Byrne Susan Johnson Drama Comedy
James Franco Pamela Romanowsky,Thriller,James Franco Tim Blake Nelson Lori Singer James Franco Pamela Romanowsky Thriller
Filippo Capuzzi Lapietra,Comedy,Felipe Castanhari Rafinha Bastos PC Siqueira Filippo Capuzzi Lapietra Comedy
Mehdi Idir Grand Corps Malade,Drama Comedy,Pablo Pauly Soufiane Guerrab Moussa Mansaly Mehdi Idir Grand Corps Malade Drama Comedy
Stuart Hazeldine,Drama Fantasy,Sam Worthington Octavia Spencer Tim McGraw Stuart Hazeldine Drama Fantasy
Svyatoslav Podgayevskiy,Mystery Horror Thriller,Victoria Agalakova Vyacheslav Chepurchenko Alexandra Rebenok Svyatoslav Podgayevskiy Mystery Horror Thriller
Daniel Espinosa,Horror Sci-Fi Thriller,Jake Gyllenhaal Rebecca Ferguson Ryan Reynolds Daniel Espinosa Horror Sci-Fi Thriller
Sanjay Gupta,Action Crime Romance,Hrithik Roshan Yami Gautam Ronit Roy Sanjay Gupta Action Crime Romance
Bryan Brewer,Horror,Cree Kelly Allie Rivera Thatcher Robinson Bryan Brewer Horror
J.D. Dillard,Drama Thriller Action Sci-Fi,Jacob Latimore Seychelle Gabriel Sasheer Zamata J.D. Dillard Drama Thriller Action Sci-Fi
Sarah Adina Smith,Mystery Drama,Rami Malek DJ Qualls Kate Lyn Sheil Sarah Adina Smith Mystery Drama
Han Jae-rim,Drama Crime,Jo In-sung Jung Woo-sung Bae Seong-woo Han Jae-rim Drama Crime
David Ryan Keith,Horror,Michael Koltes Paul Flannery Lisa Livingstone David Ryan Keith Horror
Dean Israelite,Action Adventure Sci-Fi,Dacre Montgomery Naomi Scott RJ Cyler Dean Israelite Action Adventure Sci-Fi
Ridley Scott,Horror Sci-Fi Thriller,Michael Fassbender Katherine Waterston Billy Crudup Ridley Scott Horror Sci-Fi Thriller
Massimiliano Bruno,Comedy,Marco Giallini Alessandro Gassman Teresa Romagnoli Massimiliano Bruno Comedy
Ben Wheatley,Action Comedy Crime Thriller,Sharlto Copley Armie Hammer Brie Larson Ben Wheatley Action Comedy Crime Thriller
Kitty Green,Documentary,Hannah Cagwin Aeona Cruz Liv Bagley Kitty Green Documentary
Etienne Comar,Drama,Reda Kateb Cécile de France Àlex Brendemühl Etienne Comar Drama
Samuli Valkama,Comedy Drama,Noah Kin Heikki Nousiainen Mikko Nousiainen Samuli Valkama Comedy Drama
Oren Moverman,Drama Thriller,Richard Gere Laura Linney Steve Coogan Oren Moverman Drama Thriller
Josef Hader,Comedy Crime Drama,Josef Hader Georg Friedrich Crina Semciuc Josef Hader Comedy Crime Drama
Brian Vernick,Crime Drama,Cheryl M. Bailey Louis Ballezzi Shawn Bittenbender Brian Vernick Crime Drama
Steven C. Miller,Action Crime Thriller,Nicolas Cage Christopher Rob Bowen Adrian Grenier Steven C. Miller Action Crime Thriller
Adolfo Martínez Pérez,War,Ariadna Gil Roberto Álamo Antonio Garrido Adolfo Martínez Pérez War
Vanessa Parise,Drama,Haley Pullos Judd Nelson Sasha Clements Vanessa Parise Drama
Fernando González Molina,Thriller,Marta Etura  Elvira Mínguez Francesc Orella Fernando González Molina Thriller
Aaron Katz,Thriller,Lola Kirke Zoë Kravitz John Cho Aaron Katz Thriller
Fiona Gordon Dominique Abel,Comedy,Fiona Gordon Dominique Abel Emmanuelle Riva Fiona Gordon Dominique Abel Comedy
Francis Whately,Music Documentary,Tony Visconti Gail Ann Dorsey Tony Basil Francis Whately Music Documentary
Amanda Kernell,Drama,Lene Cecilia Sparrok Mia Sparrok Maj-Doris Rimpi Amanda Kernell Drama
Andrew Getty,Horror,Fred Koehler Sean Patrick Flanery Brianna Brown Andrew Getty Horror
Mark Pellington,Comedy Drama,Shirley MacLaine Amanda Seyfried Anne Heche Mark Pellington Comedy Drama
Dax Shepard,Action Comedy Crime,Michael Peña Dax Shepard Jessica McNamee Dax Shepard Action Comedy Crime
Jeffrey Blitz,Comedy Drama,Anna Kendrick Craig Robinson June Squibb Jeffrey Blitz Comedy Drama
Zach Braff,Crime Comedy Drama,Morgan Freeman Michael Caine Alan Arkin Zach Braff Crime Comedy Drama
Geoffrey Orthwein Andrew Sullivan,Drama Sci-Fi Thriller,Maika Monroe Matt O'Leary Arnar Jónsson Geoffrey Orthwein Andrew Sullivan Drama Sci-Fi Thriller
Philippe Lacheau,Comedy,Philippe Lacheau Élodie Fontan Julien Arruti Philippe Lacheau Comedy
Gavin Wiesen,Comedy,J.K. Simmons Analeigh Tipton Emile Hirsch Gavin Wiesen Comedy
Nicolas Bedos,Romance Drama Comedy,Nicolas Bedos Doria Tillier Denis Podalydès Nicolas Bedos Romance Drama Comedy
Sydney Freeland,Drama Comedy Crime,Ashleigh Murray Rachel Crow Tim Blake Nelson Sydney Freeland Drama Comedy Crime
Simon Amstell,Sci-Fi Comedy Documentary,Simon Amstell Linda Bassett Martin Freeman Simon Amstell Sci-Fi Comedy Documentary
Tommy O'Haver,Crime Drama,Melissa Leo Josh Lucas Michael Chernus Tommy O'Haver Crime Drama
George Mendeluk,War Drama History Romance,Max Irons Samantha Barks Terence Stamp George Mendeluk War Drama History Romance
Johnny Martin,Action Thriller,Nicolas Cage Deborah Kara Unger Anna Hutchison Johnny Martin Action Thriller
Álex de la Iglesia,Horror Thriller Comedy,Mario Casas Blanca Suárez Carmen Machi Álex de la Iglesia Horror Thriller Comedy
Ned Crowley,Drama Comedy Crime Thriller,Jim O'Heir Andrew J. West Josh McDermitt Ned Crowley Drama Comedy Crime Thriller
Nathan Adloff,Drama,Tim Boardman Missi Pyle Stephen Root Nathan Adloff Drama
Kelly Asbury,Adventure Animation Comedy Family,Julia Roberts Ariel Winter Ellie Kemper Kelly Asbury Adventure Animation Comedy Family
Charlie McDowell,Drama Romance Sci-Fi Thriller,Jason Segel Rooney Mara Robert Redford Charlie McDowell Drama Romance Sci-Fi Thriller
Gurinder Chadha,Drama History,Hugh Bonneville Gillian Anderson Michael Gambon Gurinder Chadha Drama History
Alec Su,Mystery Thriller,Nick Wang Zhang Lu-Yi Ruby Lin Alec Su Mystery Thriller
Niki Caro,Drama History,Jessica Chastain Johan Heldenbergh Daniel Brühl Niki Caro Drama History
Miguel A. Ferrer,Drama Action,Amy Johnston Cortney Palm Rey Goyos Miguel A. Ferrer Drama Action
Robert Legato,Horror Mystery Thriller,Eliza Dushku Robert Patrick Chace Crawford Robert Legato Horror Mystery Thriller
Marc Webb,Drama,Chris Evans Mckenna Grace Lindsay Duncan Marc Webb Drama
Sam Liu,Sci-Fi Animation Action,Stuart Allan Jake T. Austin Taissa Farmiga Sam Liu Sci-Fi Animation Action
Elliott Lester,Drama Thriller,Arnold Schwarzenegger Scoot McNairy Maggie Grace Elliott Lester Drama Thriller
Ole Bornedal,Comedy Crime Drama,Nicolas Bro Ulrich Thomsen Mia Lyhne Ole Bornedal Comedy Crime Drama
Ricardo Herrera,Comedy,Andy Goldenberg Emily Roya O'Brien Nick Armstrong Ricardo Herrera Comedy
Jon Gunn,Drama,Mike Vogel Erika Christensen Faye Dunaway Jon Gunn Drama
Leif Tilden,Drama Romance,Graham Rogers Billy Crudup Liana Liberato Leif Tilden Drama Romance
Aaron Woodley,Adventure Animation Comedy Family Sci-Fi,Jessica Biel Hilary Swank Susan Sarandon Aaron Woodley Adventure Animation Comedy Family Sci-Fi
Stella Meghie,Drama Romance,Amandla Stenberg Nick Robinson Anika Noni Rose Stella Meghie Drama Romance
David Bowers,Comedy Family,Jason Ian Drucker Owen Asztalos Charlie Wright David Bowers Comedy Family
Alain Gomis,Drama,Véro Tshanda Beya Mputu Gaetan Claudia Papi Mpaka Alain Gomis Drama
Andrey Volgin,Action Fantasy,Agniya Ditkovskite Denis Shvedov Anvar Khalilulaev Andrey Volgin Action Fantasy
Dmitriy Kiselev,Adventure Drama History,Evgeny Mironov Konstantin Khabenskiy Vladimir Ilin Dmitriy Kiselev Adventure Drama History
Seth Gordon,Action Comedy,Dwayne Johnson Zac Efron Alexandra Daddario Seth Gordon Action Comedy
Denise Di Novi,Drama Thriller,Rosario Dawson Katherine Heigl Geoff Stults Denise Di Novi Drama Thriller
Jonathan Levine,Action Comedy,Amy Schumer Goldie Hawn Tom Bateman Jonathan Levine Action Comedy
Alex Kurtzman,Thriller Action Adventure,Tom Cruise Russell Crowe Annabelle Wallis Alex Kurtzman Thriller Action Adventure
Alastair Orr,Action Horror,Sharni Vinson Carlyn Burchell Steve John Ward Alastair Orr Action Horror
F. Gary Gray,Action Crime Thriller,Vin Diesel Jason Statham Dwayne Johnson F. Gary Gray Action Crime Thriller
Bryce Wagoner,Documentary,Ginger Lynn Allen Lisa Ann Janine Lindemulder Bryce Wagoner Documentary
Gerard McMurray,Drama,Trevor Jackson Alfre Woodard Steve Harris Gerard McMurray Drama
Ian Truitner,Sci-Fi,Sunny Mabrey Lance Broadway T.J. Hoban Ian Truitner Sci-Fi
Steven Brill,Comedy,Adam Sandler Kevin James Terry Crews Steven Brill Comedy
Phil Volken,Action Adventure Crime Drama Thriller,Bethany Joy Lenz Danny Glover Tim Griffin Phil Volken Action Adventure Crime Drama Thriller
Michael O'Shea,Horror Drama,Eric Ruffin Chloe Levine Aaron Moten Michael O'Shea Horror Drama
Carson D. Mell,Comedy Horror,Steve Zissis Mark Proksch Jennifer Irwin Carson D. Mell Comedy Horror
Joe Swanberg,Comedy,Jake Johnson Aislinn Derbez Joe Lo Truglio Joe Swanberg Comedy
David Soren,Action Animation Comedy Family,Kevin Hart Ed Helms Thomas Middleditch David Soren Action Animation Comedy Family
Carlos Bolado,Family Comedy,Martha Higareda Alfonso Dosal Christian Vazquez Carlos Bolado Family Comedy
Zoe Lister-Jones,Comedy,Zoe Lister-Jones Adam Pally Fred Armisen Zoe Lister-Jones Comedy
Trey Edward Shults,Horror Mystery Thriller,Joel Edgerton Christopher Abbott Carmen Ejogo Trey Edward Shults Horror Mystery Thriller
Gabriela Cowperthwaite,Drama War,Kate Mara Ramón Rodríguez Tom Felton Gabriela Cowperthwaite Drama War
Roger Michell,Drama Romance,Rachel Weisz Sam Claflin Holliday Grainger Roger Michell Drama Romance
Doug Archibald,Comedy,Artemis Pebdani Sasha Mitchell Angela Trimbur Doug Archibald Comedy
Ari Issler Ben Snyder,Drama Crime,Victor Almanzar Shirley Rumierk Elizabeth Rodriguez Ari Issler Ben Snyder Drama Crime
Brian Fee,Family Comedy Animation Adventure,Owen Wilson Cristela Alonzo Chris Cooper Brian Fee Family Comedy Animation Adventure
Aisling Walsh,Drama History Romance,Sally Hawkins Ethan Hawke Gabrielle Rose Aisling Walsh Drama History Romance
Takanori Tsujimoto,Action Adventure Animation Horror Mystery Sci-Fi,Kevin Dorman Matthew Mercer Erin Cahill Takanori Tsujimoto Action Adventure Animation Horror Mystery Sci-Fi
Fred Wolf,Comedy,Leah Remini Charlotte McKinney Charlie Sheen Fred Wolf Comedy
Luc Bondy,Drama Comedy,Isabelle Huppert Louis Garrel Bulle Ogier Luc Bondy Drama Comedy
James Nunn,Action,Mike Mizanin Anna Van Hooft Maryse Ouellet Mizanin James Nunn Action
Robert Conway,Horror,Monica Engesser Clint James Maria Olsen Robert Conway Horror
Savage Steve Holland,Family Fantasy Comedy,Jace Norman Davis Cleveland Haley Tju Savage Steve Holland Family Fantasy Comedy
Colin Trevorrow,Thriller Drama Crime,Naomi Watts Jaeden Lieberher Jacob Tremblay Colin Trevorrow Thriller Drama Crime
Brett Haley,Drama,Sam Elliott Laura Prepon Nick Offerman Brett Haley Drama
Matt Tyrnauer,Documentary,Thomas Campanella Mindy Fullilove Alexander Garvin Matt Tyrnauer Documentary
Doug Liman,Drama Thriller War,Aaron Taylor-Johnson John Cena Laith Nakli Doug Liman Drama Thriller War
Salamat Mukhammed-Ali,Action,Armand Assante Karlygash Mukhamedzhanova Alexey Frandetti Salamat Mukhammed-Ali Action
Justin Barber,Horror Mystery Sci-Fi,Florence Hartigan Jeanine Jackson Chelsea Lopez Justin Barber Horror Mystery Sci-Fi
Eduardo Casanova,Drama Comedy,Jon Kortajarena Candela Peña Ana Polvorosa Eduardo Casanova Drama Comedy
George C. Wolfe,Drama,Rose Byrne Renée Elise Goldsberry Oprah Winfrey George C. Wolfe Drama
Jason Connery,Drama Romance,Peter Mullan Jack Lowden Ophelia Lovibond Jason Connery Drama Romance
John Butler,Drama,Nicholas Galitzine Fionn O'Shea Moe Dunford John Butler Drama
Ricardo de Montreuil,Drama,Demián Bichir Gabriel Chavarria Theo Rossi Ricardo de Montreuil Drama
Stefan Ruzowitzky,Thriller,Violetta Schurawlow Tobias Moretti Robert Palfrader Stefan Ruzowitzky Thriller
Vincent J. Guastini Michael McQuown,Horror Sci-Fi Thriller,Cortney Palm David Hull Emilia Zoryan Vincent J. Guastini Michael McQuown Horror Sci-Fi Thriller
Liam O'Donnell,Action Sci-Fi,Frank Grillo Bojana Novaković Iko Uwais Liam O'Donnell Action Sci-Fi
Gregori Viens,Comedy,Henry Phillips J.K. Simmons Sarah Silverman Gregori Viens Comedy
Ken Marino,Comedy,Eugenio Derbez Salma Hayek Rob Lowe Ken Marino Comedy
Michael Winterbottom,Drama Comedy,Steve Coogan Rob Brydon Claire Keelan Michael Winterbottom Drama Comedy
