Drug,Review,Rating,Condition,Year
Metoprolol Tetrate,"Have been on metoprolol a little over 2 weeks. Experiencing: bloating/gas, headaches, trouble breathing, fatique, frequent urination, and weight gain. It definately does not help if you have IBS.",2.7,High Blood Pressure,2008
Metoprolol Tetrate,"Has not completely controlled bp; LOSING HAIR; GAINED 16 lbs; tired; short of breath, anxiety.",1.7,High Blood Pressure,2008
Metoprolol Tetrate,Makes me tired and feel bloated all the time,3.0,High Blood Pressure,2008
Metoprolol Tetrate,"SWOLLEN LEGS, CRAMPS, DISTURBED SLEEP AND BAD DREAMS THAT CAUSE ABNORMAL HEART RHYTHM, ANXIETY,",1.7,Abnormal Heart Rhythm,2008
Metoprolol Tetrate,I have gained alot of weight and feel short of breath,2.3,High Blood Pressure,2007
Metoprolol Tetrate,"When I first started taking the drug I felt fine.  However after a while, I started to lose my hair, became very tired and worst of all I was in a haze and becoming suspicious of everyone.  Once I went off, my mind cleared right up.  Be very cautious of the ""rare"" side effects.",2.7,Abnormal Heart Rhythm,2007
Metoprolol Tetrate,"AT FIRST I FELT LIKE I HAD MORE ENERGY.  NOW I AM TIRED ALL THE TIME AND I HAVE GAINED WEIGHT  AND FEEL DEPRESSED., BUT MY BLOOD PRESSURE IS GOOD.  I WOULD LIKE TO QUIT THE MED",4.3,High Blood Pressure,2007
Metoprolol Tetrate,Has not helped lower high BP,2.0,High Blood Pressure,2007
Metoprolol Tetrate,I didnt feel that this medicine did any good for me.,2.3,Angina,2007
Metoprolol Tetrate,"Causes fatigue, frequent bowel movements, depression",3.0,Angina,2007
Metoprolol Tetrate,no change in high BP,1.7,High Blood Pressure,2007
Metoprolol Tetrate,"with this crap all i what to do is what too sleep all day, don't take it!!",2.0,Heart Attack,2007
Warfarin,"I went on WARFARIN for about 15 days (1per day 5 mg) because my cardiologist wanted me on a med other than just low-dose aspirin to prevent a possible stroke ... i have AFIB. My blood did thin down, but too much! I was working with a COUMADIN CLINIC.I started getting side effects within a short time on that med. Out of all the side effects shown on this site, I had 9 of them! In 2018 my doctor then (retired), wanted me to try ELIQUIS for the same reason ... I had to go back to aspirin within 3 days (I had to exercise to be able to get out of bed in the morning)! As bad as ELIQUIS was the WARFARIN was worse!! Itold the nurse at the clinic and my doctor that I wanted to go back to the low dose aspirin.it worked for me for 28 years previously! I also was using a FORCE FACTOR BEET PILL and am increasing them to 2 per day, I felt great with the aspirin and beet supplement! Read More Read Less",2.0,Treatment to Prevent Blood Clots in Chronic Atrial Fibrillation,2023
Warfarin,"I developed palpitations during a cortisone injection for osteoarthritis in my foot. Shortly after this I was prescribed warfarin for suspected Atrial Fibrillation. Recently my blood test showed I had a high build up of uric acid and started to get enormous swelling in both feet and legs. I did my research and found that the warfarin was most likely causing gout in my feet. My mother is on warfarin for thrombosis in her leg, she now has repeated attacks of gout and swelling in her legs too. There is definitely a connection with warfarin and gout, I am going to ask my doctor if there is an alternative, if nothing else is available alternatively I will find a way to thin my blood naturally.Read More Read Less",2.7,Treatment to Prevent Blood Clots in Chronic Atrial Fibrillation,2022
Warfarin,"I have had a blood clot in legs and in lungs due to having factor v ledion I take the warfin due to it being cheaper then xerelto My legs and feet hurt very bad and my weight is up and my hair is very thin and bald spots. lately I cant get my inr in range. its keeping me from traveling and enjoying life to the fullest. but , I am alive.",3.0,Abnormal Increase in Ability of Blood to Clot,2018
Warfarin,"I have been on this medication since the end of June about 6 months.. I get light headed, fatigue,joint pain, achy in my upper chest, sudden weakness, and all around not feeling normal.. Not sure if blood clots are gone.. frustrated...",3.3,Blood Clot in Lung,2017
Warfarin,Developed dermatitis since being on Warfarin which affects my quality of life at this stage.  I detest Warfarin.,2.3,Blood Clot in Lung,2017
Warfarin,"Dosage up and down. Very hard to have blood drawn,also very difficult to have procedures done that require a IV. So many blood test that scar tissue prevents test.  PT/INR every two weeks sometimes once a month. Wish doctor would find another alternative to warfarin.",2.3,Blood Clot in a Deep Vein,2017
Warfarin,"patient elderly , does not want to take has dementia, care giver puts in food. will it  be as effective",3.7,Blood Clots in Deep Veins and in Blood Vessel of the Lung,2017
Warfarin,"Been taking this since 1997 after clots in lung from DVT in legs. The hemotologist found I have very low protein C, a clotting factor.",5.0,Blood Clot in Lung,2016
Warfarin,Had heart valve replacement in 2009. put on warfarin immediately after replacement and have had no problems. Eat moderate amounts of green leafy vegies and get approval before adding supplements. Take 20mg 2 days a week and 15mg 5 days a week to keep pt/inr between 2.5 and 3.5. Am now using a home monitor to check and call in results so dosage can be adjusted in needed. No problems in 7 yrs.,5.0,Blood Clot caused by Artificial Heart Valve,2016
Warfarin,I had a heart value replaced after a birth defect. I have been on Warfarin for 14 YRS.my only problem is making sure I don't forget. My body actually could keep a steady INR reading so I have to use the name brand Coumadin . I stay away from all greens since it has vitamin K . Other wise I would have to eat it constantly  weekly . My only downfall  is the occasional  brusing  from no where if i bump my self the wrong way,4.7,Other,2016
Warfarin,3rd time with DVT's and has taken around 7months to finally get regulated and only have to be checked once a month now.  Have been on this before as my mom has also for years.,5.0,Blood Clot in a Deep Vein,2016
Warfarin,"Bi-laterial PEs from DVT in October 2014.  Xarelto not an option with my anti-seizure medication.  No noticeable side effects.  Quickly reached therapeutic range and easily stay there.  The only difficulty I have is getting the insurance company to allow a home testing monitor--they have refused, so I guess they'll keep subsidizing my monthly testing.",5.0,Blood Clots in Deep Veins and in Blood Vessel of the Lung,2016
Warfarin,"I have had 2 DVT's of which 1 was in my popliteal vein at the back of my knee and the other was in my groin, I will be on Warfarin for life. I have had no side effects and my INR has been stable for a good while now.",5.0,Blood Clot in a Deep Vein,2016
Warfarin,"I have been on Warfarin since 1988.  I have hundreds of permanent clots in my left leg where it all started.  A couple of years ago I suffered my first PANIC ATTACK due to a blood vessel bursting and filling m left pleural sack with close to a gallon of blood which had to be drained.  They told me long-term use of Warfarin weakens your blood vessels.  NOBODY EVER TOLD ME THAT BEFORE!  I now take Valium twice a day to control the anxiety.  Just can't go to bed at night without thinking ""I'm gonna wake up dead because a vein is going to pop inside my head somehere and I won't be found until morning""!Read More Read Less",4.0,Abnormal Increase in Ability of Blood to Clot,2015
Warfarin,The AMA has released a notice about warfarin and the calcification of arteries. Neither of my doctors have taken the warning to seriously but I'm worried. This effect on top of my arteriosclerosis can not be good. My drug Ins. has refused to OK a different anti coagulant. I don't know how effective it is. I had two mini strokes about two years ago and none since. The only effect from the mini strokes was a slight change in my right eye.,1.7,Obstruction of a Blood Vessel by a Blood Clot,2015
Warfarin,I have taken Warfarin for over 5 years 2.5 once a day . I have never had any side effects and the price for this drug is minimal. The aggravation of taking the INR regularly is not much for a retired person,4.7,Treatment to Prevent Blood Clots in Chronic Atrial Fibrillation,2015
Warfarin,"I have been on this medication for a month now because of a large blood clot in my leg. I feel tired and sleepy all the time. And I'm not sure if it is related, but I am dealing with lower back pain (aches) and my stomach feels like it is cramping all the time.",5.0,Blood Clot,2015
Warfarin,Due to hospital negligence I got a DVT which traveled to my lung. I initially had problems controlling my INR readings.  I was talking to a group of doctors when one of them asked me if I was taking DOXICYCLINE and he told me that that was my problem.  Switched to another antibiotic and since then I have had no problems.  I asked my DR about these new drugs that do not require freqent blood tests for INR levels.  BAD news.  There is no way to reverse the anticlotting if you have an overdose or get injured where you need to clot you blood.  With warfarin a simple injection of Vit K immediately allows your blood to clotRead More Read Less,4.3,Blood Clot in Lung,2015
