title,description,age_rating
Onakalavara,Are you wondering where to start your Onam celebrations? Here are the some mouth-watering delicacies to prep for the sadya.,U/A 7+
Vijay Mini Bytes,Vijay Mini Bytes is a Tamil reality show on Star Vijay. A special program which shows the highlights of your favourite Star Vijay shows.,U/A 13+
Njan Samvidhanam Cheyyum Special,"Njan Samvidhanam Cheyyum Special is a Malayalam talk show on Asianet. In this show, director Balachandra Menon talks about his comeback to Malayalam cinema with this film. Watch the full episode of Njan Samvidhanam Cheyyum Special online on Hotstar.",U
Superstructures Engineering Marvels,"From the biggest plane to the tallest building, witness the extraordinary feats of engineering hidden inside the most spectacular man-made constructions.",U/A 7+
Kahaan Hum Kahaan Tum,"A chance encounter brings together Dr. Rohit and TV actress Sonakshi. Starting off on a wrong foot, they soon fall in love and begin a life-changing journey.",U/A 13+
Bones,Forensic anthropologist Dr Temperance 'Bones' Brennan and FBI Agent Seeley Booth form an unlikely alliance to solve cases by examining the remains of victims.,U/A 16+
Hindustan Ke Hunarbaaz,"Judged by Terence Lewis and Sonali Bendre, children from all walks of life, showcase their talents and win the coveted title.",U/A 13+
Pratidaan,"With her life lessons, Shimul brought a change in her arrogant husband, Neel's life. Now with Neel by her side, Shimul tries to win over her in-laws.",U/A 13+
Gumrah,"Based on real-life incidents, watch how young and vulnerable people are often led astray by harsh circumstances.",U/A 16+
PS I hate you,"Two sisters, Simple and Dimple, can live neither with nor without each other. Watch them grow up in this fun-filled story of friendship and unique aspirations.",U/A 13+
Bajlo Tomar Alor Benu,Minu is an orphan raised by a famous idol maker. Follow her inspiring journey as she struggles in the otherwise male-dominated profession of sculpting.,U/A 13+
Join the Game,"Watch streaming of Join the Game, a celebrity talk show on hotstar",U
Kadaikutty Singam,"Marudhu, a young man devoted to his family, decides to make Meenakshi's life miserable after she rejects his brother's proposal. But is she really at fault?",U/A 13+
Mandal Bhari Aahe,"Mitra Mandals stand for unity, faith and celebrations. In this unique competition 96 mandals across Maharashtra will compete to win the coveted title.",U/A 7+
Game of Goals,Catch all the latest news and updates from ISL season 3,U
Marvel's The Defenders,"Daredevil, Jessica Jones, Luke Cage and Iron Fist join forces to save New York from the largest threat it's ever faced.",U/A 16+
Dance Dance,Twelve sets of contestants. Three judges. One ultimate dance title. Watch out for the biggest dance show ever!,U/A 7+
Star Pravah Parivar Puraskar,An incredible event truly upholding the slogan - Sohala Maharashtracha. Join in the celebration with your favourite Pravah characters.,U/A 7+
Maa Varalakshmi Vratham,"This Varalakshmi Vratham, watch Star Maa leading ladies gather to welcome the mighty goddess in a grand way to make this auspicious festival even more special.",U/A 13+
Nan Hendthi MBBS,"Geetha, who aspires to be a doctor, gets married to the rich and spoilt Sanju. Watch what lies ahead for this mismatched couple.",U/A 13+
Jeeva Hoovagide,"After the unfortunate demise of Madan, Madhu is forced to marry his brother, Vishal. While they have accepted reality, will destiny play spoilsport once again?",U/A 13+
Kasautii Zindagi Kay - 2001,"Anurag and Prerna are star-crossed lovers, who time and again meet and separate as their love story gets entwined in the web of love and revenge.",U/A 13+
Jiji Maa,"A maternal figure to her younger sister Niyati, Falguni faces every challenge laid down by their nemesis Uttaradevi, to protect her sister from danger.",U/A 13+
Navratri - Ek Adbhoot Utsav,Celebrate in high spirits the auspicious festival of Navratri and Durga Puja with your favourite Star Parivaar characters!,U/A 13+
Detective Boomrah - Case of the Missing Man,"Hired to investigate the disappearance of a hotel guest, Detective Boomrah gets swept into a maelstrom, uncovering a web of scandals and deadly deceits.",U/A 13+
Rani Padmini Devi,"Naïve Maheshwari falls for Gowtham, a simple man from a middle-class family. However, her life turns upside down when she realises the truth about Gowtham.",U/A 13+
Bengaluru Bulls - Kempu Sainya,"Follow the journey of the Bengaluru Bulls, from season 1 onwards to now",U
Bengaluru Bulls Champions 2019 Kannada,Relive the season 6 VIVO PKL campaign of the Bengaluru Bulls,U
Future is Us - Story of Champions,Relive Hyderabad FC's incredible title-winning season in Hero ISL 2021/22,U
City On A Hill,"In the early 1990s Boston, assistant district attorney Decourcy Ward forms an unlikely alliance with a corrupt yet venerated FBI veteran, Jackie Rhodes.",A
Ebar Jombe Moja,"Gear up for some high-octane entertainment as talented kids fight it out to impress celebrity judges Subhasree Ganguly, Silajit Majumder and Biswanath Basu.",U/A 7+
Let’s Football,Let’s Football,U
Super/Natural,"Witness the secret powers of extraordinary animals, experience the world as they do and see the Super/Natural side of nature as never before.",U/A 13+
The Undoing,Life for a successful therapist in New York begins to unravel on the eve of publishing her first book.,A
Seeteya Rama,The epic tale of Lord Rama and Seeta retold through the eyes of virtuous and beautiful Seeta.,U/A 13+
Chip 'n' Dale's Rescue Rangers,"Chip and Dale head a small, eccentric group of animal characters who monitor not only the ""human"" world, but the animal community as well, solving mysteries wherever they may be.",U
Ekka Dokka,"Radhika is a bright, sophisticated medical student, but is insecure about her classmate Pokhraj’s success. Will their love-hate relationship ever change?",U/A 13+
Total Kabaddi - Auction Special 2018 Hindi,Watch streaming of Total Kabaddi - Auction Special 2018 only on hotstar,U
"Tu Sooraj Main Saanjh, Piyaji","A sequel to Diya Aur Baati Hum, this is Sooraj and Sandhya's daughter Kanak's life journey with her husband Uma Shankar, her perfect opposite.",U/A 13+
Jeevlaga,"Two couples, Kavya-Vishwas and Nikhil-Vidhi hit a crossroads in their relationships when one of them decides to make a choice. Adultery or love, who will win?",U/A 13+
PBL Season 2 Build up 2017,Gear up for the PBL 2017 season which starts on 1st January,U/A 7+
The Empire,"In the midst of scheming courtiers, ministers and a dead king, 14-year-old Babur steps up to his destiny and leaves an indelible mark on history.",U/A 16+
Hamara Bar Happy Hour,"Failed actors and friends Pari, Gulshan, Shivam and Fuddu inherit a bar. But can this self-centered and whacky gang run it successfully? Chaos guaranteed!",U/A 16+
Tyohar - Achhaai Aur Khushiyon Ke Jashn Ka,Celebrate the festival of lights and the victory of good over evil with your favourite characters from Star Parivaar.,U/A 7+
Ugadi Panchanga Sravanam,"Ugadi Panchanga Sravanam is a Telugu reality show on Maa TV. On the eve of Telugu New Year 'Ugadi', Manthena Satyanarayana reads out the horoscope for the entire year for every sun sign.",U/A 13+
Ajooni,"Consumed by one-sided love, Rajveer is hell-bent on marrying Ajooni, a naive educated girl. Circumstances bring them together, but with an uncertain future.",U/A 16+
Tera Mera Saath Rahe,"Talented but timid Gopika fails to match up to her husband's expectations. When she finds a mentor in her mother-in-law, Meethila, things take a turn.",U/A 13+
Excuse Me Maadam,A 'woofy' narrator presents the quintessential misadventures of a middle-aged married man caught between his suspicious wife and his drop-dead gorgeous boss.,U/A 13+
Devon Ke Dev... Mahadev,"He is the supreme being and the destroyer of evil. Witness lord Shiva's story, his avatars, and a union that shaped the universe - his marriage to Parvati.",U/A 13+
MS Dhoni - Reimagined Hindi,"MS Dhoni's career reimagined, watch streaming of this show on hotstar",U/A 13+
The Great Indian Laughter Challenge,"Comedy gets an upgrade as Akshay Kumar, Shreyas Talpade and Sajid Khan turn mentors to some of the best-talented comedians.",U/A 13+
PKL Kotishwardu Telugu,Take a journey with the stars of Pro Kabaddi,U
Super Singer,The hunt for the new singing sensation is on! Who will win the hearts of the eminent judges? Watch now!,U/A 13+
The Great Telugu Laughter Challenge,"With comedy king Brahmanandam as the judge, this battle of laughs between talented stand-up comedians, hosted by ex-Bigg Boss girl, Tejaswini Madivada is a ""serious business""!",U/A 13+
Satyam Shivam Sundaram,"Politics of power, games of deceit, unhealed wounds, frustrated desires and secret crimes; find it all here in this power-packed drama of three rich brothers.",U/A 13+
Bengaluru Benne Dose,Art director and actor Arun Sagar brings a comedy show set against the backdrop of hotel. Sit back and enjoy!,U/A 7+
Tokyo Revengers,"NEW EPISODE EVERY SATURDAY AT 11:30 PM. Travelling twelve years back in time, Takemichi rewrites history by making different choices in order to save his sweetheart in the future.",U/A 16+
Sabarimala Swami Ayyappan,"Born with the powers of Shiva and Vishnu, here’s a beautiful re-telling of the tales of the divinity called Swami Ayyappan.",U/A 13+
Shruthi Seridaga,"Free-spirited Shruthi falls head over heels in love for bad guy, Prem. However, life takes an unexpected turn when she gets married to his cousin, Sagar.",U/A 13+
Prothoma Kadambini,"From being an inquisitive child to becoming the first female practising doctor of British India, watch Kadambini Ganguly's inspiring story.",U/A 13+
Supercar Megabuild,"Putting a fresh spin on typical car transformation show, the series embarks on an ambitious mission to transform an ordinary car into an extraordinary supercar.",U/A 7+
Brain Games: On the Road,"Brain Games is on the road, giving people the chance to test their brain power as they take on their neighbours in an epic battle of the brains.",U/A 7+
The Flood with Angela Basset,The Okavango is one of the most diverse habitats. Here the fortunes of tens of thousands of animals each year are controlled by one ruler - The Great Flood.,U/A 7+
